rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,672515,Gabriel Moreno,AZ,WSH,2026-07-25T20:05:00Z,Warmup,3,Foster Griffin,656492,L,51.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",36.3,41.2,38.2,96.6,78.0,58.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,1,Contact streak: 10/26 over last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.45,41.93,89.7,99.5296,0.4628,0.1691,0.3691,71.32,20.52,35.64,25.54,7.6,0.1417,9.5,37.2,87.5,0.403,0.16,24.4,In From RF,82,Nationals Park,
71,668804,Bryan Reynolds,PIT,CHC,2026-07-25T22:40:00Z,Scheduled,3,Shota Imanaga,684007,L,50.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.2,51.0,24.3,92.1,75.0,2.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,0,"Last 7 games: 4/29, 0 HR","switch hitter; pitcher baseline 10.4% barrel, 24.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.73,46.49,90.92,102.011,0.4449,0.1904,0.3534,72.62,28.3,40.15,24.55,14.6,0.1759,10.41,38.53,88.81,0.4235,0.1905,32.99,,,PNC Park,
72,701398,Sal Stewart,CIN,STL,2026-07-25T23:15:00Z,Scheduled,2,Andre Pallante,669467,R,50.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",61.9,28.6,22.1,95.5,50.0,45.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.45,43.96,91.9,101.6771,0.5201,0.2582,0.3639,72.38,27.98,38.64,32.3,16.2,0.241,6.25,36.12,88.08,0.3824,0.137,18.24,,,Busch Stadium,
73,663728,Cal Raleigh,SEA,TEX,2026-07-25T23:15:00Z,Pre-Game,6,Nathan Eovaldi,543135,R,50.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",50.2,39.7,41.1,76.2,75.0,18.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","switch hitter; pitcher baseline 8.2% barrel, 18.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.55,37.7,89.13,100.2101,0.4105,0.2166,0.3122,74.92,52.81,52.96,42.22,25.0,0.1992,8.24,40.11,88.74,0.3965,0.1607,25.32,None,72,Globe Life Field,
74,669394,Jake Burger,TEX,SEA,2026-07-25T23:15:00Z,Pre-Game,5,Bryan Woo,693433,R,50.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",48.1,41.2,41.1,81.9,50.0,54.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.66,46.89,90.05,102.7038,0.4269,0.1886,0.3121,75.16,56.3,42.72,27.41,17.4,0.1865,7.63,42.43,89.45,0.3793,0.1492,28.62,None,72,Globe Life Field,
75,672640,Otto Lopez,MIA,SD,2026-07-25T20:10:00Z,Pre-Game,1,Randy Vásquez,681190,R,50.3,Longshot,Watch List,Premium Lineup Spot,32.5,68.2,35.0,93.2,50.0,8.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","same-side matchup; pitcher baseline 11.9% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.96,41.17,89.13,100.5152,0.4382,0.1552,0.3342,71.84,23.89,32.93,22.5,10.8,0.1521,11.88,44.76,91.06,0.5258,0.2322,29.37,None,72,loanDepot park,
76,663586,Austin Riley,ATL,BAL,2026-07-25T23:05:00Z,Pre-Game,7,Brandon Young,687064,R,50.2,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",51.3,40.7,43.1,64.3,50.0,70.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.33,46.07,91.25,102.7058,0.4132,0.1907,0.309,75.83,59.17,40.43,31.99,13.2,0.1463,7.33,42.2,89.4,0.4117,0.1609,27.29,In From RF,82,Oriole Park at Camden Yards,
77,663457,Lars Nootbaar,STL,CIN,2026-07-25T23:15:00Z,Scheduled,5,Hunter Greene,668881,R,50.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",47.3,50.1,22.1,81.9,80.0,10.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.5,50.0,91.79,101.7697,0.4301,0.1858,0.3352,73.05,34.79,39.4,28.55,6.0,0.1298,8.72,43.74,91.03,0.4203,0.1864,32.25,,,Busch Stadium,
78,596019,Francisco Lindor,NYM,LAD,2026-07-25T23:15:00Z,Pre-Game,2,Yoshinobu Yamamoto,808967,R,50.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",45.4,26.2,38.8,100.0,75.0,44.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","switch hitter; pitcher baseline 6.4% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.97,47.62,91.55,100.3654,0.4477,0.1884,0.3429,72.19,22.28,43.99,28.55,13.5,0.1724,6.4,36.41,87.95,0.3453,0.1277,23.99,In From RF,76,Citi Field,
79,605170,Victor Caratini,MIN,ATH,2026-07-25T23:10:00Z,Pre-Game,6,Brady Basso,669620,L,50.0,Longshot,Watch List,"Good Environment, Platoon Edge",32.2,45.6,71.1,76.2,75.0,7.0,Yes,No,6,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","switch hitter; pitcher baseline 9.5% barrel, 0.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.35,39.16,89.33,98.9003,0.4068,0.1602,0.3283,71.39,16.11,38.62,24.88,8.5,0.1303,9.53,48.72,90.71,0.4089,0.1343,22.12,Out To RF,94,Target Field,
80,502671,Paul Goldschmidt,NYY,PHI,2026-07-25T22:05:00Z,Pre-Game,3,Tim Mayza,641835,L,49.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",38.6,32.5,48.8,96.6,78.0,30.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 6.6% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.45,39.5,87.67,99.5673,0.4311,0.1889,0.315,71.69,16.44,33.88,28.72,14.2,0.2004,6.64,45.53,89.36,0.3609,0.1335,20.01,In From RF,81,Citizens Bank Park,
81,665161,Jeremy Pena,HOU,CWS,2026-07-25T23:10:00Z,Pre-Game,1,Sean Burke,680732,R,49.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",29.9,41.8,53.1,88.7,50.0,98.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.96,40.31,88.27,99.8237,0.4411,0.1487,0.348,72.23,14.23,46.48,24.92,11.4,0.1674,8.33,37.59,88.97,0.3926,0.1613,30.63,R To L,78,Rate Field,
82,624641,Edmundo Sosa,PHI,NYY,2026-07-25T22:05:00Z,Pre-Game,5,Ryan Weathers,677960,L,49.6,Longshot,Watch List,Platoon Edge,30.2,52.1,48.8,86.4,78.0,13.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.72,40.45,87.7,99.9339,0.4358,0.1614,0.3215,72.3,26.06,40.89,19.89,6.8,0.1538,10.02,42.27,89.74,0.4383,0.1883,26.95,In From RF,81,Citizens Bank Park,
83,650490,Yandy Díaz,TB,CLE,2026-07-25T22:10:00Z,Pre-Game,1,Tanner Bibee,676440,R,49.6,Longshot,Watch List,Premium Lineup Spot,40.7,45.8,41.1,93.2,50.0,28.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,32,1,"Last 7 games: 6/32, 1 HR","same-side matchup; pitcher baseline 8.6% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.39,48.51,91.39,103.2175,0.4499,0.1635,0.3565,73.74,38.45,22.9,19.93,17.3,0.1652,8.59,39.33,89.27,0.4186,0.1702,27.76,None,72,Tropicana Field,
84,683002,Gunnar Henderson,BAL,ATL,2026-07-25T23:05:00Z,Pre-Game,3,Bryce Elder,693821,R,49.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",36.4,40.6,43.1,96.6,80.0,13.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 19.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.41,45.63,90.21,101.3298,0.3935,0.1462,0.3137,74.67,47.03,41.36,23.8,17.0,0.1738,6.54,41.07,90.0,0.4081,0.1561,26.36,In From RF,82,Oriole Park at Camden Yards,
85,642350,Jose Siri,LAA,SF,2026-07-25T20:05:00Z,Warmup,8,Robbie Ray,592662,L,49.5,Longshot,Watch List,"Strong Barrel, Platoon Edge",43.4,50.7,42.8,52.4,78.0,45.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,7,0,Contact streak: 3/7 over last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 17.1 HR allowed",fly-ball profile; pitcher allows elevated contact,14.47,35.47,86.37,98.8844,0.3844,0.1945,0.2827,73.01,32.49,28.12,40.94,3.5,0.1614,9.39,40.29,89.74,0.4116,0.1786,35.48,Varies,66,Oracle Park,
86,678246,Miguel Vargas,CWS,HOU,2026-07-25T23:10:00Z,Pre-Game,3,Hunter Brown,686613,R,49.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",54.7,20.0,53.1,96.6,50.0,14.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 8.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.04,44.21,90.19,100.4283,0.4903,0.2319,0.3694,73.05,35.08,42.95,36.01,19.5,0.2174,5.9,36.4,85.61,0.3306,0.1248,21.41,R To L,78,Rate Field,
87,802139,JJ Wetherholt,STL,CIN,2026-07-25T23:15:00Z,Scheduled,1,Hunter Greene,668881,R,49.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.1,50.1,22.1,88.7,80.0,31.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,1,"Last 7 games: 6/29, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.3,45.1,90.0,99.4452,0.434,0.176,0.349,72.4,22.5,37.0,30.1,15.0,0.143,8.72,43.74,91.03,0.4203,0.1864,32.25,,,Busch Stadium,
88,663757,Trent Grisham,NYY,PHI,2026-07-25T22:05:00Z,Pre-Game,5,Tim Mayza,641835,L,49.2,Longshot,Watch List,Strong Barrel,50.2,32.5,48.8,86.4,50.0,18.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,25,1,"Last 7 games: 2/25, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.75,46.4,91.17,100.9031,0.463,0.2115,0.3567,70.58,8.77,45.91,31.05,17.9,0.194,6.64,45.53,89.36,0.3609,0.1335,20.01,In From RF,81,Citizens Bank Park,
89,572233,Christian Walker,HOU,CWS,2026-07-25T23:10:00Z,Pre-Game,4,Sean Burke,680732,R,49.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",42.1,41.8,53.1,90.4,50.0,3.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.59,43.3,89.85,101.5096,0.3937,0.1701,0.3014,74.31,43.51,43.88,28.35,22.1,0.2075,8.33,37.59,88.97,0.3926,0.1613,30.63,R To L,78,Rate Field,
90,518692,Freddie Freeman,LAD,NYM,2026-07-25T23:15:00Z,Pre-Game,3,Nolan McLean,690997,R,49.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.0,26.5,38.8,92.1,80.0,33.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.33,44.65,90.41,100.7995,0.4894,0.2035,0.3724,70.25,8.75,36.61,28.89,17.7,0.1965,6.95,37.52,88.1,0.3367,0.1208,20.3,In From RF,76,Citi Field,
91,543807,George Springer,TOR,BOS,2026-07-25T20:10:00Z,Pre-Game,4,Sonny Gray,543243,R,49.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",41.0,37.0,43.7,94.9,50.0,46.5,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","same-side matchup; pitcher baseline 7.9% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.18,41.58,88.81,100.1907,0.4338,0.1876,0.3354,73.14,34.39,42.07,27.35,16.6,0.1866,7.91,37.83,88.97,0.3866,0.1432,23.27,In From RF,76,Fenway Park,
92,642708,Amed Rosario,NYY,PHI,2026-07-25T22:05:00Z,Pre-Game,1,Tim Mayza,641835,L,48.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",40.4,32.5,48.8,93.2,78.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.57,41.01,90.57,101.3908,0.4292,0.172,0.317,73.76,38.51,39.85,23.72,8.1,0.1957,6.64,45.53,89.36,0.3609,0.1335,20.01,In From RF,81,Citizens Bank Park,
93,661388,William Contreras,MIL,COL,2026-07-25T23:10:00Z,Pre-Game,4,Ryan Feltner,663372,R,48.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.8,49.0,41.1,90.4,50.0,25.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.03,44.37,90.4,101.4663,0.4266,0.1632,0.3336,73.2,35.07,36.39,23.52,12.1,0.1257,9.07,39.27,88.74,0.4624,0.208,28.6,None,72,American Family Field,
94,665489,Vladimir Guerrero Jr.,TOR,BOS,2026-07-25T20:10:00Z,Pre-Game,2,Sonny Gray,543243,R,48.2,Longshot,Watch List,Premium Lineup Spot,40.1,37.0,43.7,100.0,50.0,20.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.49,45.66,90.74,103.1481,0.4374,0.1458,0.3546,76.35,64.06,35.88,19.38,11.1,0.1169,7.91,37.83,88.97,0.3866,0.1432,23.27,In From RF,76,Fenway Park,
95,592663,J.T. Realmuto,PHI,NYY,2026-07-25T22:05:00Z,Pre-Game,7,Ryan Weathers,677960,L,48.0,Longshot,Watch List,Platoon Edge,30.3,52.1,48.8,64.3,78.0,43.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,0,Contact streak: 9/22 over last 7 games,"platoon edge; pitcher baseline 10.0% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.93,41.79,89.65,99.9918,0.3886,0.1356,0.3153,72.84,31.83,40.13,25.87,8.5,0.1305,10.02,42.27,89.74,0.4383,0.1883,26.95,In From RF,81,Citizens Bank Park,
96,542303,Marcell Ozuna,PIT,CHC,2026-07-25T22:40:00Z,Scheduled,6,Shota Imanaga,684007,L,48.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",40.1,52.4,24.3,71.7,78.0,28.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 24.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.33,40.12,89.62,100.0999,0.4123,0.1852,0.3225,73.39,36.08,40.1,30.29,11.9,0.1386,10.41,38.53,88.81,0.4235,0.1905,32.99,,,PNC Park,
97,662139,Daulton Varsho,TOR,BOS,2026-07-25T20:10:00Z,Pre-Game,5,Sonny Gray,543243,R,47.9,Longshot,Watch List,Platoon Edge,35.1,37.0,43.7,86.4,80.0,32.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,0,Contact streak: 7/21 over last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.46,38.34,87.24,99.4842,0.4086,0.1683,0.3074,73.71,36.11,41.43,29.03,10.9,0.1903,7.91,37.83,88.97,0.3866,0.1432,23.27,In From RF,76,Fenway Park,
98,702284,Cole Young,SEA,TEX,2026-07-25T23:15:00Z,Pre-Game,1,Nathan Eovaldi,543135,R,47.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",25.3,41.7,41.1,93.2,80.0,63.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.32,36.07,88.09,98.8249,0.4012,0.1408,0.3201,71.61,22.37,43.38,26.94,10.3,0.1311,8.24,40.11,88.74,0.3965,0.1607,25.32,None,72,Globe Life Field,
99,691718,Pete Crow-Armstrong,CHC,PIT,2026-07-25T22:40:00Z,Scheduled,1,Paul Skenes,694973,R,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.2,25.0,24.3,88.7,80.0,30.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 6.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.49,45.94,89.85,101.5959,0.4687,0.2162,0.349,74.17,43.83,49.39,34.17,24.7,0.2396,6.01,38.56,87.95,0.3203,0.1155,23.71,,,PNC Park,
100,683737,Michael Busch,CHC,PIT,2026-07-25T22:40:00Z,Scheduled,3,Paul Skenes,694973,R,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.8,25.0,24.3,92.1,80.0,57.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.0% barrel, 11.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.99,42.19,89.54,99.6817,0.4472,0.2083,0.35,68.76,5.04,39.51,35.25,19.3,0.1892,6.01,38.56,87.95,0.3203,0.1155,23.71,,,PNC Park,
101,665862,Jazz Chisholm Jr.,NYY,PHI,2026-07-25T22:05:00Z,Pre-Game,7,Tim Mayza,641835,L,47.5,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",44.8,32.5,48.8,64.3,50.0,81.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.15,42.25,90.26,100.5084,0.4089,0.191,0.3096,73.34,34.34,52.96,30.19,20.5,0.2047,6.64,45.53,89.36,0.3609,0.1335,20.01,In From RF,81,Citizens Bank Park,
102,687637,Dylan Beavers,BAL,ATL,2026-07-25T23:05:00Z,Pre-Game,1,Bryce Elder,693821,R,47.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.9,40.6,43.1,93.2,80.0,34.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 19.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.64,35.14,88.52,99.2747,0.3751,0.1467,0.3167,72.13,18.38,40.39,29.85,2.6,0.1317,6.54,41.07,90.0,0.4081,0.1561,26.36,In From RF,82,Oriole Park at Camden Yards,
103,700932,Kyle Manzardo,CLE,TB,2026-07-25T22:10:00Z,Pre-Game,6,Nick Martinez,607259,R,47.3,Longshot,Watch List,"Strong Barrel, Platoon Edge",40.9,34.7,41.1,76.2,80.0,28.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.38,41.42,89.6,99.1223,0.3926,0.1731,0.308,70.04,7.02,42.08,33.69,15.8,0.172,7.07,33.24,87.46,0.4303,0.1572,28.33,None,72,Tropicana Field,
104,641680,Jonah Heim,ATH,MIN,2026-07-25T23:10:00Z,Pre-Game,6,Mike Paredes,702474,R,47.3,Longshot,Watch List,"Projected Lineup, Good Environment, Platoon Edge",22.5,48.0,71.1,71.7,75.0,18.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","switch hitter; pitcher baseline 6.8% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.52,31.42,87.4,97.728,0.3726,0.1396,0.2928,69.84,9.8,41.33,28.39,9.6,0.1757,6.8,50.8,91.5,0.446,0.167,29.7,Out To RF,94,Target Field,
