rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,661531,Brian Serven,ATH,TEX,2026-09-02T18:35:00Z,Warmup,8,Cody Bradford,674003,L,50.5,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",42.0,50.1,42.1,52.4,78.0,79.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.2,31.6,87.6,98.5113,0.469,0.213,0.315,70.6,7.9,36.8,31.6,5.0,0.288,9.7,39.4,90.4,0.466,0.18,33.0,None,74,Globe Life Field,
71,596019,Francisco Lindor,NYM,TB,2026-09-02T22:40:00Z,Scheduled,1,Griffin Jax,643377,R,50.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",45.7,41.6,27.6,88.7,75.0,41.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.18,46.5,90.85,100.3033,0.447,0.1996,0.3401,72.02,22.46,44.97,31.77,19.8,0.1976,9.33,41.02,88.92,0.4,0.1555,23.72,,,Tropicana Field,
72,695657,Colson Montgomery,CWS,HOU,2026-09-03T00:10:00Z,Scheduled,6,Hayden Wesneski,669713,R,50.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",52.2,37.3,27.6,71.7,80.0,59.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 3.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.1,42.96,89.12,101.8908,0.4387,0.222,0.3165,76.65,69.95,49.09,33.37,26.6,0.2424,7.7,40.77,89.35,0.3968,0.1529,24.95,,,Daikin Park,
73,668227,Randy Arozarena,SEA,BOS,2026-09-02T20:10:00Z,Pre-Game,1,Patrick Sandoval,663776,L,50.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.7,33.1,42.7,93.2,78.0,57.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.98,44.44,90.88,100.9886,0.4184,0.169,0.341,71.39,25.01,34.47,24.45,23.5,0.1929,7.4,33.8,87.0,0.44,0.167,24.3,In From RF,72,Fenway Park,
74,677594,Julio Rodríguez,SEA,BOS,2026-09-02T20:10:00Z,Pre-Game,3,Patrick Sandoval,663776,L,50.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",46.2,33.1,42.7,96.6,78.0,2.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,0,"Last 7 games: 4/29, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.52,44.5,90.47,102.5655,0.458,0.1915,0.3398,76.61,67.2,38.14,26.47,23.6,0.1727,7.4,33.8,87.0,0.44,0.167,24.3,In From RF,72,Fenway Park,
75,703607,Henry Bolte,ATH,TEX,2026-09-02T18:35:00Z,Warmup,1,Cody Bradford,674003,L,50.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",33.4,50.1,42.1,93.2,78.0,11.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,31,0,"Last 7 games: 6/31, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.6,47.6,90.8,104.3857,0.351,0.11,0.301,77.0,72.6,32.5,15.4,6.0,0.098,9.7,39.4,90.4,0.466,0.18,33.0,None,74,Globe Life Field,
76,664040,Brandon Lowe,PIT,SF,2026-09-02T22:40:00Z,Scheduled,2,Landen Roupp,694738,R,50.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.8,23.5,24.3,95.5,80.0,60.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.2% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.37,46.25,91.1,101.4271,0.4444,0.2019,0.3273,73.66,40.16,47.0,32.71,29.6,0.2266,6.24,31.74,86.93,0.3653,0.1281,22.87,,,PNC Park,
77,678246,Miguel Vargas,CWS,HOU,2026-09-03T00:10:00Z,Scheduled,3,Hayden Wesneski,669713,R,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.2,37.3,27.6,92.1,50.0,33.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 3.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.62,44.07,90.33,100.4219,0.4847,0.2249,0.368,72.91,33.16,44.0,35.1,25.1,0.216,7.7,40.77,89.35,0.3968,0.1529,24.95,,,Daikin Park,
78,669394,Jake Burger,TEX,ATH,2026-09-02T18:35:00Z,Warmup,5,Jacob Lopez,682052,L,49.5,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.0,22.4,42.1,86.4,78.0,36.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 5.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.43,47.38,90.26,102.8329,0.4367,0.1998,0.3156,75.37,58.21,41.18,27.9,20.9,0.1872,5.83,30.89,84.94,0.3431,0.1352,33.39,None,74,Globe Life Field,
79,669257,Will Smith,LAD,STL,2026-09-03T02:10:00Z,Scheduled,5,,,,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",51.5,41.2,27.6,81.9,60.0,31.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.69,42.2,90.46,100.3335,0.4932,0.22,0.3815,69.91,7.22,30.32,38.17,9.3,0.1548,,,,,,,,,UNIQLO Field at Dodger Stadium,
80,543807,George Springer,TOR,CLE,2026-09-02T22:40:00Z,Scheduled,4,Joey Cantillo,676282,L,49.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",39.0,35.1,27.6,90.4,78.0,81.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.55,40.39,88.81,100.0518,0.4331,0.182,0.334,73.17,34.25,41.16,26.37,19.4,0.1908,7.48,39.7,88.45,0.3651,0.1361,26.67,,,Progressive Field,
81,642708,Amed Rosario,NYY,LAA,2026-09-03T01:38:00Z,Scheduled,3,Reid Detmers,672282,L,49.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.8,38.9,28.2,92.1,78.0,38.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,16,0,Contact streak: 6/16 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 13.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.71,41.99,90.78,101.653,0.4362,0.1748,0.3198,73.73,37.69,38.1,24.07,8.8,0.1768,7.85,39.44,90.03,0.3637,0.1411,27.85,,,Angel Stadium,
82,669720,Austin Hays,SD,CIN,2026-09-02T16:40:00Z,In Progress,7,Brandon Williamson,682227,L,49.1,Longshot,Watch List,"Good Environment, Platoon Edge",21.7,53.7,83.3,64.3,78.0,10.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","platoon edge; pitcher baseline 10.5% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.88,38.96,86.84,98.6188,0.3596,0.1116,0.2783,72.46,23.3,51.13,20.81,5.9,0.1233,10.5,41.9,88.1,0.486,0.211,32.6,Out To LF,94,Great American Ball Park,
83,669392,Samad Taylor,SD,CIN,2026-09-02T16:40:00Z,In Progress,2,Brandon Williamson,682227,L,48.7,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",1.8,53.7,83.3,100.0,78.0,34.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,17,0,Contact streak: 6/17 over last 7 games,"platoon edge; pitcher baseline 10.5% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.17,20.97,82.14,93.732,0.3154,0.064,0.2831,68.32,2.52,31.16,12.36,0.7,0.0602,10.5,41.9,88.1,0.486,0.211,32.6,Out To LF,94,Great American Ball Park,
84,641680,Jonah Heim,ATH,TEX,2026-09-02T18:35:00Z,Warmup,4,Cody Bradford,674003,L,48.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",23.8,50.0,42.1,94.9,75.0,50.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"switch hitter; pitcher baseline 9.7% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.45,33.94,87.89,97.9333,0.367,0.1389,0.2893,69.77,9.31,40.28,27.83,11.7,0.1575,9.7,39.4,90.4,0.466,0.18,33.0,None,74,Globe Life Field,
85,607043,Brandon Nimmo,TEX,ATH,2026-09-02T18:35:00Z,Warmup,4,Jacob Lopez,682052,L,48.6,Longshot,Watch List,Premium Lineup Spot,48.4,22.4,42.1,94.9,50.0,63.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,1,Contact streak: 12/28 over last 7 games,"same-side matchup; pitcher baseline 5.8% barrel, 15.0 HR allowed",EV profile; pitcher allows elevated contact,9.78,50.69,92.18,102.1627,0.4575,0.1859,0.3462,72.27,27.53,33.03,26.12,17.3,0.1635,5.83,30.89,84.94,0.3431,0.1352,33.39,None,74,Globe Life Field,
86,502671,Paul Goldschmidt,NYY,LAA,2026-09-03T01:38:00Z,Scheduled,1,Reid Detmers,672282,L,48.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",38.0,38.9,28.2,88.7,78.0,60.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 13.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.1,39.08,87.81,99.3879,0.4311,0.1854,0.3178,71.62,16.34,32.97,29.91,15.6,0.1864,7.85,39.44,90.03,0.3637,0.1411,27.85,,,Angel Stadium,
87,661388,William Contreras,MIL,CHC,2026-09-02T23:40:00Z,Scheduled,3,David Peterson,656849,L,48.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.6,35.8,29.8,92.1,78.0,55.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 6.4% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.59,45.07,90.4,101.5444,0.428,0.1688,0.3343,73.34,36.16,36.11,24.29,14.2,0.1341,6.4,42.64,89.55,0.4105,0.1391,19.15,,,Wrigley Field,
88,691023,Jordan Walker,STL,LAD,2026-09-03T02:10:00Z,Scheduled,4,Yoshinobu Yamamoto,808967,R,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.1,26.2,27.6,90.4,50.0,48.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 15.4 HR allowed",EV profile; pitcher fly-ball pressure modest,12.79,48.81,92.37,104.506,0.4491,0.1949,0.3312,78.87,83.12,37.61,24.33,21.4,0.1792,6.12,37.32,87.95,0.3292,0.1179,23.08,,,UNIQLO Field at Dodger Stadium,
89,694249,Cole Carrigg,COL,BAL,2026-09-02T19:10:00Z,Pre-Game,5,Trevor Rogers,669432,L,48.4,Longshot,Watch List,"Good Environment, Platoon Edge",23.2,36.3,80.2,86.4,75.0,23.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","switch hitter; pitcher baseline 7.3% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.9,34.2,87.4,98.3358,0.382,0.132,0.317,73.5,36.7,46.2,28.8,6.0,0.176,7.32,41.12,88.93,0.3907,0.151,24.46,Out To LF,85,Coors Field,
90,668901,Mark Vientos,NYM,TB,2026-09-02T22:40:00Z,Scheduled,5,Griffin Jax,643377,R,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.5,42.9,27.6,81.9,50.0,43.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,45.95,90.14,101.1508,0.4446,0.208,0.313,72.74,24.89,37.07,30.07,13.5,0.1842,9.33,41.02,88.92,0.4,0.1555,23.72,,,Tropicana Field,
91,676475,Alec Burleson,STL,LAD,2026-09-03T02:10:00Z,Scheduled,3,Yoshinobu Yamamoto,808967,R,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.6,26.2,27.6,92.1,80.0,8.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.48,47.9,91.77,101.9853,0.5088,0.2214,0.3681,73.21,34.49,43.75,27.47,20.1,0.1809,6.12,37.32,87.95,0.3292,0.1179,23.08,,,UNIQLO Field at Dodger Stadium,
92,667472,Dane Myers,CIN,SD,2026-09-02T16:40:00Z,In Progress,6,Casey Mize,663554,R,48.2,Longshot,Watch List,Good Environment,25.6,42.2,83.3,76.2,50.0,39.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","same-side matchup; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.63,37.03,89.51,98.9812,0.3684,0.1302,0.3099,71.18,18.75,27.09,25.52,6.0,0.1064,8.43,38.93,89.3,0.3875,0.156,31.02,Out To LF,94,Great American Ball Park,
93,680776,Jarren Duran,BOS,SEA,2026-09-02T20:10:00Z,Pre-Game,7,Bryce Miller,682243,R,47.8,Longshot,Watch List,Platoon Edge,39.4,41.7,42.7,64.3,80.0,43.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.7,42.25,90.47,102.0689,0.3967,0.1557,0.3078,74.98,50.1,38.83,23.07,18.1,0.1685,8.0,37.61,88.97,0.3933,0.1617,32.14,In From RF,72,Fenway Park,
94,672515,Gabriel Moreno,AZ,PHI,2026-09-02T19:40:00Z,Pre-Game,3,Andrew Painter,691725,R,47.5,Longshot,Watch List,Premium Lineup Spot,36.4,39.6,41.7,96.6,50.0,33.7,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 8.2% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.59,42.84,89.63,99.6997,0.4516,0.1656,0.3586,71.46,20.14,35.01,25.68,10.4,0.1585,8.2,36.1,87.3,0.424,0.17,26.9,None,72,Chase Field,
95,687263,Zach Neto,LAA,NYY,2026-09-03T01:38:00Z,Scheduled,1,Cam Schlittler,693645,R,47.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.4,35.0,28.2,88.7,50.0,39.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 7.9% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.39,42.89,90.02,100.3694,0.432,0.2097,0.3181,71.33,14.04,47.13,34.75,23.9,0.2023,7.92,39.71,88.51,0.3497,0.1337,26.74,,,Angel Stadium,
96,680777,Ryan Jeffers,MIN,DET,2026-09-02T23:40:00Z,Scheduled,4,Drew Anderson,623454,R,47.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",40.3,37.9,27.1,90.4,50.0,74.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.2% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.94,40.91,88.88,100.9027,0.4364,0.1843,0.3489,73.07,36.75,36.69,27.47,11.8,0.2017,8.2,38.0,89.7,0.367,0.143,25.2,,,Target Field,
97,643217,Andrew Benintendi,CWS,HOU,2026-09-03T00:10:00Z,Scheduled,4,Hayden Wesneski,669713,R,47.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.9,37.3,27.6,90.4,80.0,40.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 3.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.35,41.94,88.7,98.7603,0.4125,0.1718,0.313,69.61,4.64,49.54,31.92,15.8,0.1826,7.7,40.77,89.35,0.3968,0.1529,24.95,,,Daikin Park,
98,518692,Freddie Freeman,LAD,STL,2026-09-03T02:10:00Z,Scheduled,4,,,,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.8,41.2,27.6,90.4,60.0,30.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.86,43.18,90.06,100.329,0.4768,0.1874,0.3654,70.08,8.12,36.05,27.42,17.7,0.1713,,,,,,,,,UNIQLO Field at Dodger Stadium,
99,687597,Jordan Beck,COL,BAL,2026-09-02T19:10:00Z,Pre-Game,6,Trevor Rogers,669432,L,47.0,Longshot,Watch List,"Good Environment, Platoon Edge",20.5,37.7,80.2,76.2,78.0,28.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,0,"Last 7 games: 5/16, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.96,33.11,87.05,98.5434,0.3257,0.1066,0.2656,73.69,36.76,37.91,28.74,5.5,0.1216,7.32,41.12,88.93,0.3907,0.151,24.46,Out To LF,85,Coors Field,
100,686469,Vinnie Pasquantino,KC,MIA,2026-09-02T23:40:00Z,Scheduled,5,Eury Pérez,691587,R,46.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.1,43.4,23.2,81.9,80.0,36.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.49,42.32,89.99,100.1259,0.4252,0.1735,0.3291,71.03,14.82,44.19,28.58,15.9,0.1578,9.21,41.18,88.96,0.3639,0.1574,30.59,,,Kauffman Stadium,
101,669134,Luis Campusano,SD,CIN,2026-09-02T16:40:00Z,In Progress,8,Brandon Williamson,682227,L,46.8,Longshot,Watch List,"Good Environment, Platoon Edge",21.4,53.7,83.3,52.4,78.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","platoon edge; pitcher baseline 10.5% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.37,38.61,88.08,98.9547,0.2962,0.105,0.2948,72.4,26.0,46.98,18.12,3.5,0.1204,10.5,41.9,88.1,0.486,0.211,32.6,Out To LF,94,Great American Ball Park,
102,521692,Salvador Perez,KC,MIA,2026-09-02T23:40:00Z,Scheduled,4,Eury Pérez,691587,R,46.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",45.5,43.4,23.2,90.4,50.0,12.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,0,"Last 7 games: 6/30, 0 HR","same-side matchup; pitcher baseline 9.2% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.3,43.34,89.02,100.589,0.4507,0.2044,0.3185,71.99,21.86,41.28,30.99,20.9,0.1666,9.21,41.18,88.96,0.3639,0.1574,30.59,,,Kauffman Stadium,
103,693307,Dillon Dingler,DET,MIN,2026-09-02T23:40:00Z,Scheduled,3,Dean Kremer,665152,R,46.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",43.1,44.2,27.1,92.1,50.0,6.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.97,43.46,88.95,100.6164,0.4713,0.1997,0.3483,71.77,15.62,40.66,28.57,22.1,0.1967,8.14,36.08,87.96,0.4363,0.1938,32.25,,,Target Field,
104,605137,Josh Bell,MIN,DET,2026-09-02T23:40:00Z,Scheduled,5,Drew Anderson,623454,R,46.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.3,36.5,27.1,81.9,75.0,22.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","switch hitter; pitcher baseline 8.2% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.21,42.87,89.84,100.8281,0.4465,0.1954,0.3366,72.33,28.85,41.43,26.99,18.5,0.1681,8.2,38.0,89.7,0.367,0.143,25.2,,,Target Field,
