rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
136,518692,Freddie Freeman,LAD,KC,2026-08-13T02:10:00Z,Scheduled,3,Daniel Lynch IV,663738,L,42.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",42.5,25.7,27.6,92.1,50.0,16.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.42,43.74,90.13,100.4975,0.4824,0.1923,0.3689,70.15,8.26,36.54,27.07,17.7,0.179,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
137,666126,Carlos Cortes,ATH,TB,2026-08-12T19:05:00Z,Scheduled,4,Drew Rasmussen,656876,R,42.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.2,29.4,30.9,90.4,80.0,3.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.66,40.22,89.66,99.9084,0.4087,0.1511,0.3189,70.76,14.76,30.62,23.5,6.1,0.1752,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
138,673357,Luis Robert,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,5,Tyler Mahle,641816,R,42.3,Longshot,Watch List,Projected Lineup,32.1,37.0,30.9,81.9,50.0,44.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.38,39.29,89.05,101.4219,0.3805,0.1485,0.3014,76.37,64.61,46.65,26.89,7.7,0.1291,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
139,543807,George Springer,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,4,Ranger Suarez,624133,L,42.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.4,18.0,30.4,90.4,78.0,5.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.76,41.37,88.95,100.1884,0.4352,0.1862,0.3361,73.24,34.74,41.44,27.14,18.0,0.1866,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
140,605141,Mookie Betts,LAD,KC,2026-08-13T02:10:00Z,Scheduled,5,Daniel Lynch IV,663738,L,42.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.8,25.7,27.6,81.9,78.0,52.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.83,37.69,90.08,98.4859,0.4283,0.1553,0.3293,69.46,8.53,39.82,34.57,15.8,0.1641,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
141,694384,Nolan Schanuel,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,3,Cal Quantrill,615698,R,42.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",13.7,48.5,28.2,92.1,80.0,34.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.1,31.73,87.5,97.0675,0.3859,0.1113,0.3298,67.96,5.83,41.08,22.13,8.5,0.118,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
142,678662,Ezequiel Tovar,COL,AZ,2026-08-12T19:40:00Z,Scheduled,9,Merrill Kelly,518876,R,42.1,Longshot,Watch List,Projected Lineup,27.9,65.4,28.2,40.2,50.0,56.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"same-side matchup; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.06,34.91,87.93,98.8696,0.3808,0.1499,0.2854,72.02,21.17,37.19,29.43,9.0,0.1309,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
143,666211,Taylor Trammell,HOU,SF,2026-08-12T19:45:00Z,Scheduled,7,,,,42.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",39.8,41.2,19.3,59.8,60.0,48.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.6,37.57,89.18,100.769,0.3826,0.1774,0.3025,75.44,55.28,46.61,29.04,5.8,0.1654,,,,,,,,,Oracle Park,
144,666139,Josh Lowe,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,8,Cal Quantrill,615698,R,42.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.5,48.5,28.2,47.9,80.0,19.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.93,38.55,88.95,99.3806,0.3875,0.1625,0.2952,73.66,36.92,36.97,31.36,8.9,0.1411,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
145,687093,Vaughn Grissom,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,5,Cal Quantrill,615698,R,41.9,Longshot,Watch List,Projected Lineup,28.9,48.5,28.2,81.9,50.0,9.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.8,39.4,88.4,99.4792,0.398,0.141,0.32,71.6,19.7,40.7,25.8,7.0,0.138,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
146,802139,JJ Wetherholt,STL,PHI,2026-08-12T18:15:00Z,Scheduled,1,Zack Wheeler,554430,R,41.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.9,23.9,22.1,88.7,80.0,6.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,44.4,89.8,99.3706,0.437,0.18,0.353,72.0,20.8,36.8,29.7,16.0,0.136,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
147,621020,Dansby Swanson,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,8,Jackson Kent,800600,L,41.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.8,41.2,28.2,47.9,78.0,30.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.48,42.83,89.73,99.9002,0.4084,0.1743,0.3135,71.32,8.4,46.36,29.19,19.1,0.1793,,,,,,,,,Nationals Park,
148,657757,Gavin Sheets,SD,MIL,2026-08-12T20:10:00Z,Scheduled,7,Dustin May,669160,R,41.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.9,42.2,22.6,59.8,80.0,21.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,1,"Last 7 games: 2/14, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.13,41.6,88.29,99.7266,0.4068,0.1655,0.326,74.52,48.16,38.7,23.35,16.2,0.1805,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
149,701678,Hao-Yu Lee,DET,CLE,2026-08-12T22:40:00Z,Scheduled,7,Foster Griffin,656492,L,41.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.3,42.9,27.6,59.8,78.0,15.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,9,0,"Last 7 games: 2/9, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.8,39.5,89.0,99.7217,0.388,0.154,0.289,71.1,19.1,29.9,27.2,6.0,0.154,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
150,672640,Otto Lopez,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,3,Carmen Mlodzinski,669387,R,41.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.1,40.8,21.5,92.1,50.0,22.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.4,40.4,88.92,100.2836,0.4256,0.1475,0.3258,71.77,23.37,32.37,22.22,10.8,0.1416,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
151,680776,Jarren Duran,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,8,José Soriano,667755,R,41.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.8,36.4,30.4,47.9,80.0,29.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.84,41.55,90.33,102.1164,0.3918,0.1536,0.3064,74.98,50.1,39.53,22.44,16.0,0.1636,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
152,671056,Ivan Herrera,STL,PHI,2026-08-12T18:15:00Z,Scheduled,2,Zack Wheeler,554430,R,41.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.7,23.9,22.1,95.5,50.0,56.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,32,1,Contact streak: 12/32 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.25,43.22,90.01,101.4771,0.4093,0.1541,0.3414,73.95,43.77,37.8,18.82,14.8,0.1541,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
153,687462,Spencer Horwitz,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,5,Janson Junk,676083,R,41.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.5,44.5,21.5,81.9,80.0,2.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.95,33.62,87.05,97.6614,0.3839,0.1486,0.3281,68.75,5.25,40.64,28.12,10.3,0.1613,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
154,691788,Joe Mack,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,8,Carmen Mlodzinski,669387,R,41.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.4,40.8,21.5,47.9,80.0,24.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.6,40.1,88.7,100.0121,0.424,0.189,0.31,74.3,42.4,49.7,24.8,11.0,0.189,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
155,680574,Matt McLain,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,9,Luis Castillo,622491,R,41.1,Longshot,Watch List,Projected Lineup,32.9,53.9,27.6,40.2,50.0,61.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.06,37.41,88.1,98.8548,0.3806,0.1574,0.3089,71.0,9.96,33.47,33.22,11.5,0.1412,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
156,805300,Jakob Marsee,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,1,Carmen Mlodzinski,669387,R,41.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",19.7,40.8,21.5,88.7,80.0,37.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.88,36.22,87.64,98.5185,0.3531,0.1162,0.3155,70.5,6.14,40.53,24.03,5.7,0.13,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
157,645277,Ozzie Albies,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,4,Zac Thornton,804267,L,41.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",17.6,41.7,30.9,90.4,75.0,22.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,1,"Last 7 games: 3/20, 1 HR","switch hitter; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.69,29.23,87.08,96.7997,0.3639,0.1286,0.2913,68.86,5.95,46.56,32.04,18.8,0.1621,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
158,807799,Masataka Yoshida,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,6,José Soriano,667755,R,40.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.5,36.4,30.4,71.7,80.0,52.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.5,40.43,89.01,99.3899,0.3805,0.1143,0.321,71.69,19.23,44.2,21.46,4.7,0.1269,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
159,694497,Evan Carter,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,5,George Klassen,691946,R,40.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.4,45.7,28.2,81.9,80.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,19,0,"Last 7 games: 0/19, 0 HR","platoon edge; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.76,35.79,87.26,98.6973,0.3334,0.1225,0.294,71.02,17.86,39.26,28.19,7.1,0.1345,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
160,608348,Carson Kelly,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,7,Jackson Kent,800600,L,40.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.9,41.2,28.2,59.8,78.0,48.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.87,37.29,87.54,98.7978,0.3893,0.1498,0.3168,70.75,8.4,39.29,25.5,10.0,0.1342,,,,,,,,,Nationals Park,
161,695731,Braden Montgomery,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,6,Rhett Lowder,695076,R,40.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.4,49.4,27.6,71.7,75.0,25.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","switch hitter; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.6,40.1,89.1,99.9437,0.356,0.12,0.306,69.5,9.0,33.6,20.4,4.0,0.142,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
162,678882,Ceddanne Rafaela,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,2,José Soriano,667755,R,40.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",23.2,36.4,30.4,95.5,50.0,37.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,1,"Last 7 games: 8/32, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.68,34.64,87.11,97.9084,0.3817,0.1334,0.2931,70.02,8.9,35.43,25.93,16.0,0.1769,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
163,665161,Jeremy Pena,HOU,SF,2026-08-12T19:45:00Z,Scheduled,1,,,,40.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.3,41.2,19.3,88.7,60.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,30,0,"Last 7 games: 1/30, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.17,41.71,88.48,100.1105,0.4292,0.1473,0.3389,72.23,14.27,45.92,23.24,14.2,0.18,,,,,,,,,Oracle Park,
164,679845,Nick Loftin,KC,LAD,2026-08-13T02:10:00Z,Scheduled,6,Eric Lauer,641778,L,40.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.1,56.3,27.6,71.7,78.0,12.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.83,30.15,87.15,96.8656,0.3513,0.1151,0.3017,69.05,4.68,45.2,27.03,4.7,0.149,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
165,685133,Wade Meckler,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,1,Cal Quantrill,615698,R,40.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",10.7,48.5,28.2,88.7,80.0,30.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.7,29.4,86.0,96.1524,0.363,0.106,0.308,68.8,2.2,34.6,19.1,3.0,0.107,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
166,686555,Isaac Collins,KC,LAD,2026-08-13T02:10:00Z,Scheduled,7,Eric Lauer,641778,L,40.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.1,54.2,27.6,59.8,75.0,2.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","switch hitter; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.53,40.02,88.59,99.9587,0.3387,0.1025,0.3094,73.33,29.92,40.12,26.37,6.9,0.1333,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
167,630105,Jake Cronenworth,SD,MIL,2026-08-12T20:10:00Z,Scheduled,2,Dustin May,669160,R,40.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",16.7,42.2,22.6,95.5,80.0,12.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.66,33.61,87.59,98.1084,0.3306,0.1035,0.298,71.39,17.53,31.75,22.16,5.4,0.0883,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
168,682657,Angel Martinez,CLE,DET,2026-08-12T22:40:00Z,Scheduled,6,Framber Valdez,664285,L,40.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.4,33.9,27.6,71.7,75.0,52.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"switch hitter; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,34.2,87.52,98.8487,0.3837,0.1424,0.2893,70.87,15.04,45.86,26.94,11.7,0.1742,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
169,650333,Luis Arraez,PHI,STL,2026-08-12T18:15:00Z,Scheduled,4,Kyle Leahy,681517,R,39.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",7.1,54.3,22.1,90.4,80.0,23.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,32,1,"Last 7 games: 5/32, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.96,18.73,86.59,93.9521,0.3672,0.0837,0.3016,62.99,0.12,30.52,28.24,5.9,0.1126,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
170,680977,Brendan Donovan,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,7,Will Warren,701542,R,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.2,47.2,38.2,59.8,80.0,22.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.23,32.5,86.27,96.9523,0.379,0.1249,0.3271,68.74,1.86,38.3,23.56,5.1,0.1455,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
