rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
172,694497,Evan Carter,TEX,SF,2026-08-05T18:35:00Z,Pre-Game,9,Carson Whisenhunt,687931,L,41.5,Longshot,Watch List,No major boost,22.3,69.8,42.1,44.8,50.0,5.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 12.1% barrel, 4.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.9,36.21,87.33,98.8311,0.3439,0.1267,0.3017,71.02,18.07,39.47,27.42,7.1,0.1394,12.08,47.83,90.51,0.5387,0.2494,33.26,None,74,Globe Life Field,
173,645277,Ozzie Albies,ATL,MIA,2026-08-05T23:15:00Z,Scheduled,5,Eury Pérez,691587,R,41.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.3,44.9,30.9,81.9,75.0,42.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","switch hitter; pitcher baseline 9.9% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.62,29.23,87.01,96.8613,0.3639,0.1272,0.2885,68.93,6.02,46.77,31.83,18.1,0.1614,9.91,41.39,88.75,0.3751,0.1672,31.36,,,Truist Park,
174,687637,Dylan Beavers,BAL,LAA,2026-08-05T22:35:00Z,Scheduled,1,Reid Detmers,672282,L,41.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",29.1,39.1,32.1,88.7,50.0,13.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 12.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.57,35.63,88.8,99.2186,0.3849,0.1509,0.3216,72.2,20.35,40.18,30.2,2.6,0.124,8.06,39.58,89.96,0.3637,0.1411,28.13,,,Oriole Park at Camden Yards,
175,702616,Jackson Holliday,BAL,LAA,2026-08-05T22:35:00Z,Scheduled,5,Reid Detmers,672282,L,41.4,Longshot,Watch List,Projected Lineup,27.8,39.1,32.1,81.9,50.0,40.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,0,Contact streak: 9/23 over last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 12.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.66,38.14,88.03,98.4065,0.3753,0.1392,0.3161,70.6,7.9,36.6,25.8,8.6,0.133,8.06,39.58,89.96,0.3637,0.1411,28.13,,,Oriole Park at Camden Yards,
176,691458,Blaze Jordan,STL,NYY,2026-08-05T23:05:00Z,Scheduled,8,Will Warren,701542,R,41.4,Longshot,Watch List,Projected Lineup,36.5,46.0,38.2,47.9,50.0,27.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","same-side matchup; pitcher baseline 8.2% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.7,46.6,89.4,100.3213,0.415,0.147,0.311,72.6,27.6,37.9,20.7,1.0,0.122,8.24,42.85,90.58,0.4183,0.1589,23.68,,,Yankee Stadium,
177,703601,Max Clark,DET,SEA,2026-08-06T01:40:00Z,Scheduled,7,Bryan Woo,693433,R,41.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.5,40.5,25.4,59.8,80.0,56.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,6,16,1,Contact streak: 6/16 over last 4 games,"platoon edge; pitcher baseline 7.4% barrel, 16.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,0.0,50.0,87.4,98.2349,0.392,0.119,0.368,73.1,35.1,20.0,40.0,1.0,0.313,7.42,42.29,89.38,0.3807,0.1478,28.06,,,T-Mobile Park,
178,673357,Luis Robert,NYM,CLE,2026-08-05T22:40:00Z,Scheduled,5,Tanner Bibee,676440,R,41.1,Longshot,Watch List,Projected Lineup,31.8,43.8,27.6,81.9,50.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.17,40.97,89.05,101.7863,0.3742,0.1464,0.3028,76.23,64.05,45.6,25.49,7.0,0.1263,8.31,38.63,89.13,0.4137,0.1646,27.27,,,Progressive Field,
179,608070,Jose Ramirez,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,2,Christian Scott,681035,R,40.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",31.1,24.9,27.6,95.5,75.0,7.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,0,"Last 7 games: 5/29, 0 HR","switch hitter; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.02,40.15,89.11,99.6849,0.4348,0.1543,0.3455,70.2,13.19,50.2,30.04,16.0,0.1745,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
180,687749,Jase Bowen,SD,AZ,2026-08-06T01:40:00Z,Scheduled,8,Mitch Bratt,683352,L,40.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",37.0,38.2,28.2,47.9,78.0,32.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,1,"Last 7 games: 3/14, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.2,35.7,87.9,99.7068,0.368,0.148,0.276,73.6,32.0,50.0,33.3,1.0,0.073,8.6,37.1,87.7,0.405,0.168,30.0,,,Chase Field,
181,687597,Jordan Beck,COL,TB,2026-08-05T19:10:00Z,Pre-Game,6,Nick Martinez,607259,R,40.8,Longshot,Watch List,No major boost,20.0,36.4,61.7,76.2,50.0,21.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","same-side matchup; pitcher baseline 7.3% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.31,30.73,86.07,97.7491,0.3439,0.1206,0.2709,73.27,34.03,38.82,28.25,5.5,0.1461,7.28,33.17,87.32,0.4345,0.1628,28.54,Varies,77,Coors Field,
182,661388,William Contreras,MIL,PIT,2026-08-05T23:40:00Z,Scheduled,4,Paul Skenes,694973,R,40.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.2,28.1,27.6,90.4,50.0,15.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.96,44.37,90.12,101.4459,0.4217,0.1625,0.3287,73.2,35.11,36.11,23.38,12.1,0.1264,6.64,39.12,88.09,0.3273,0.1204,23.92,,,American Family Field,
183,701675,Nathan Church,STL,NYY,2026-08-05T23:05:00Z,Scheduled,7,Will Warren,701542,R,40.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.8,46.0,38.2,59.8,80.0,46.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.62,35.06,87.04,98.1271,0.3406,0.1144,0.275,69.67,8.41,34.85,19.92,6.6,0.1137,8.24,42.85,90.58,0.4183,0.1589,23.68,,,Yankee Stadium,
184,650859,Luis Rengifo,SD,AZ,2026-08-06T01:40:00Z,Scheduled,2,Mitch Bratt,683352,L,40.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",17.2,37.8,28.2,95.5,75.0,21.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","switch hitter; pitcher baseline 8.6% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.44,35.43,87.87,98.1275,0.3568,0.0996,0.3076,70.76,15.35,37.11,17.03,4.1,0.0781,8.6,37.1,87.7,0.405,0.168,30.0,,,Chase Field,
185,660688,Keibert Ruiz,WSH,PHI,2026-08-05T22:40:00Z,Scheduled,5,Andrew Painter,691725,R,40.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.2,44.9,34.3,81.9,75.0,12.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","switch hitter; pitcher baseline 9.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.95,35.8,87.81,97.6787,0.3482,0.1073,0.273,67.22,0.65,54.33,26.35,5.5,0.1417,9.4,36.5,87.4,0.465,0.194,28.3,,,Citizens Bank Park,
186,647304,Josh Naylor,SEA,DET,2026-08-06T01:40:00Z,Scheduled,5,Drew Anderson,623454,R,40.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.7,34.9,25.4,81.9,80.0,28.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.09,37.77,88.15,99.0602,0.4052,0.131,0.3259,70.34,11.33,41.36,23.48,11.6,0.1173,7.7,39.4,90.4,0.342,0.132,23.5,,,T-Mobile Park,
187,655316,Andruw Monasterio,BOS,CWS,2026-08-05T23:10:00Z,Scheduled,7,Sean Burke,680732,R,39.9,Longshot,Watch List,Projected Lineup,30.1,42.7,28.7,59.8,50.0,50.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.82,37.97,88.47,98.2151,0.3875,0.1495,0.2996,69.17,3.08,42.3,32.18,5.4,0.1838,8.61,38.08,89.11,0.3891,0.1599,30.91,,,Fenway Park,
188,669224,Austin Wells,NYY,STL,2026-08-05T23:05:00Z,Scheduled,9,Andre Pallante,669467,R,39.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.7,27.7,38.2,40.2,80.0,26.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","platoon edge; pitcher baseline 6.0% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.38,45.2,89.83,100.7886,0.3864,0.1696,0.3017,72.98,27.67,46.94,33.77,11.9,0.1498,5.97,35.98,88.15,0.3817,0.1342,18.1,,,Yankee Stadium,
189,678011,Anthony Seigler,BOS,CWS,2026-08-05T23:10:00Z,Scheduled,1,Sean Burke,680732,R,39.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",19.2,41.0,28.7,88.7,75.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,17,0,"Last 7 games: 1/17, 0 HR","switch hitter; pitcher baseline 8.6% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.9,36.24,87.69,97.2898,0.3649,0.1251,0.3051,67.22,0.35,34.28,25.56,2.1,0.1112,8.61,38.08,89.11,0.3891,0.1599,30.91,,,Fenway Park,
190,687462,Spencer Horwitz,PIT,MIL,2026-08-05T23:40:00Z,Scheduled,1,Kyle Harrison,690986,L,39.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",26.7,33.4,27.6,88.7,50.0,33.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.3,34.32,87.12,97.7418,0.3874,0.1528,0.3274,68.75,5.46,40.43,27.63,10.3,0.1683,6.59,38.43,89.65,0.3663,0.1364,28.93,,,American Family Field,
191,683734,Andrew Vaughn,MIL,PIT,2026-08-05T23:40:00Z,Scheduled,6,Paul Skenes,694973,R,39.5,Longshot,Watch List,Projected Lineup,37.5,28.1,27.6,71.7,50.0,33.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.01,44.69,90.76,100.073,0.4356,0.1584,0.3532,70.39,11.54,35.47,25.25,7.7,0.1745,6.64,39.12,88.09,0.3273,0.1204,23.92,,,American Family Field,
192,669134,Luis Campusano,SD,AZ,2026-08-06T01:40:00Z,Scheduled,6,Mitch Bratt,683352,L,39.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.7,38.2,28.2,71.7,78.0,44.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,0,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.46,39.94,87.87,99.166,0.3102,0.105,0.3025,72.54,25.72,48.03,18.47,2.8,0.14,8.6,37.1,87.7,0.405,0.168,30.0,,,Chase Field,
193,694208,Moises Ballesteros,LAA,BAL,2026-08-05T22:35:00Z,Scheduled,6,Trevor Rogers,669432,L,39.4,Longshot,Watch List,Projected Lineup,33.9,35.8,32.1,71.7,50.0,5.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 8.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.24,42.75,89.8,100.8332,0.3902,0.145,0.3158,72.99,36.37,35.76,19.25,4.8,0.1578,6.83,42.03,89.28,0.3872,0.1433,24.81,,,Oriole Park at Camden Yards,
194,686555,Isaac Collins,KC,MIN,2026-08-05T23:40:00Z,Scheduled,6,Dean Kremer,665152,R,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.1,45.2,23.2,71.7,75.0,13.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","switch hitter; pitcher baseline 8.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.25,39.67,88.38,99.8886,0.3359,0.1004,0.3087,73.26,30.13,40.61,26.58,6.9,0.1361,8.7,34.96,87.26,0.462,0.2114,35.47,,,Kauffman Stadium,
195,702222,Justin Crawford,PHI,WSH,2026-08-05T22:40:00Z,Scheduled,9,Jake Irvin,663623,R,39.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.9,68.5,34.3,40.2,80.0,39.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,0,Contact streak: 8/21 over last 7 games,"platoon edge; pitcher baseline 12.8% barrel, 17.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.8,33.3,86.6,97.6777,0.317,0.061,0.278,68.9,5.1,27.6,16.3,2.0,0.081,12.84,46.26,89.84,0.4875,0.2288,30.84,,,Citizens Bank Park,
196,593428,Xander Bogaerts,SD,AZ,2026-08-06T01:40:00Z,Scheduled,7,Mitch Bratt,683352,L,39.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.8,38.2,28.2,59.8,78.0,27.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.06,39.41,88.58,99.8411,0.3822,0.1313,0.32,72.31,27.66,43.87,23.34,9.6,0.1091,8.6,37.1,87.7,0.405,0.168,30.0,,,Chase Field,
197,622268,Donovan Walton,ATH,CIN,2026-08-05T22:40:00Z,Scheduled,7,Rhett Lowder,695076,R,38.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.4,50.5,39.3,59.8,80.0,9.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,0,"Last 7 games: 2/11, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.94,34.56,89.03,97.8174,0.3597,0.0984,0.3013,67.64,0.0,37.28,19.78,2.1,0.1176,9.4,39.0,90.8,0.453,0.186,28.4,,,Great American Ball Park,
198,592885,Christian Yelich,MIL,PIT,2026-08-05T23:40:00Z,Scheduled,7,Paul Skenes,694973,R,38.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.1,28.1,27.6,59.8,80.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,0,"Last 7 games: 3/27, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.74,42.76,89.08,100.8239,0.3949,0.1667,0.3104,73.09,31.69,33.54,19.79,13.6,0.1544,6.64,39.12,88.09,0.3273,0.1204,23.92,,,American Family Field,
199,683953,Travis Bazzana,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,4,Christian Scott,681035,R,38.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",21.2,25.6,27.6,90.4,80.0,28.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,37.3,88.4,98.6772,0.348,0.124,0.302,69.7,12.7,40.0,28.7,9.0,0.15,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
200,693304,Nick Gonzales,PIT,MIL,2026-08-05T23:40:00Z,Scheduled,2,Kyle Harrison,690986,L,38.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",16.6,33.4,27.6,95.5,78.0,8.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.45,36.7,86.98,98.3228,0.3806,0.1077,0.3113,70.64,12.66,38.62,21.12,5.7,0.095,6.59,38.43,89.65,0.3663,0.1364,28.93,,,American Family Field,
201,695508,Cam Cauley,TEX,SF,2026-08-05T18:35:00Z,Pre-Game,8,Carson Whisenhunt,687931,L,38.4,Longshot,Watch List,Platoon Edge,3.1,69.8,42.1,52.4,78.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","platoon edge; pitcher baseline 12.1% barrel, 4.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.0,22.2,84.9,94.7814,0.248,0.047,0.243,69.4,16.2,36.1,13.9,1.0,0.167,12.08,47.83,90.51,0.5387,0.2494,33.26,None,74,Globe Life Field,
202,805300,Jakob Marsee,MIA,ATL,2026-08-05T23:15:00Z,Scheduled,7,Bryce Elder,693821,R,38.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.6,42.3,30.9,59.8,80.0,25.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,1,"Last 7 games: 3/18, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 20.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.02,35.94,87.57,98.4426,0.3496,0.1162,0.3127,70.5,6.07,41.23,24.1,5.7,0.1272,6.82,41.91,90.14,0.4116,0.1582,26.01,,,Truist Park,
203,695720,Tommy White,ATH,CIN,2026-08-05T22:40:00Z,Scheduled,6,Rhett Lowder,695076,R,37.9,Longshot,Watch List,Projected Lineup,13.4,50.5,39.3,71.7,50.0,18.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","same-side matchup; pitcher baseline 9.4% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.7,34.0,84.7,97.2795,0.37,0.087,0.295,69.9,15.2,30.2,18.9,0.0,0.031,9.4,39.0,90.8,0.453,0.186,28.4,,,Great American Ball Park,
204,807712,Luke Keaschall,MIN,KC,2026-08-05T23:40:00Z,Scheduled,6,Noah Cameron,702070,L,37.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.0,42.9,23.2,71.7,78.0,68.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.94,29.59,85.15,96.6509,0.3507,0.1076,0.3086,68.64,7.87,39.52,26.06,5.4,0.1122,8.26,38.31,88.81,0.431,0.173,25.96,,,Kauffman Stadium,
205,665966,Carlos Narvaez,BAL,LAA,2026-08-05T22:35:00Z,Scheduled,9,Reid Detmers,672282,L,37.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.1,39.1,32.1,40.2,78.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,11,0,"Last 7 games: 0/11, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 12.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.63,39.56,91.31,100.3468,0.3425,0.1361,0.2783,72.02,19.95,32.65,30.31,6.6,0.1143,8.06,39.58,89.96,0.3637,0.1411,28.13,,,Oriole Park at Camden Yards,
206,805779,Jacob Wilson,ATH,CIN,2026-08-05T22:40:00Z,Scheduled,2,Rhett Lowder,695076,R,37.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",3.0,50.5,39.3,95.5,50.0,18.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","same-side matchup; pitcher baseline 9.4% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.27,27.15,84.18,95.5101,0.3549,0.0835,0.2928,64.36,0.51,34.49,19.97,8.8,0.126,9.4,39.0,90.8,0.453,0.186,28.4,,,Great American Ball Park,
