rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
104,680474,Max Schuemann,NYY,MIN,2026-07-05T17:35:00Z,Pre-Game,7,Joe Ryan,657746,R,48.9,Longshot,Watch List,Strong Barrel,37.2,51.2,53.7,64.3,50.0,56.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,12,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 11.0% barrel, 14.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.14,40.95,88.42,98.7299,0.3557,0.153,0.3362,69.86,8.33,26.41,38.19,2.0,0.202,11.01,42.74,89.92,0.376,0.1635,29.61,In From RF,85,Yankee Stadium,
105,803011,Sam Antonacci,CWS,CLE,2026-07-05T18:00:00Z,Pre-Game,1,Tanner Bibee,676440,R,48.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.1,47.9,41.6,93.2,80.0,39.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 8.9% barrel, 20.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,36.9,87.8,98.3224,0.438,0.14,0.368,70.3,9.6,33.2,22.1,5.0,0.13,8.87,40.94,89.41,0.4228,0.1737,27.27,In From RF,82,Progressive Field,
106,680869,Zack Gelof,ATH,MIA,2026-07-05T20:30:00Z,Scheduled,6,Eury Pérez,691587,R,48.9,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",35.9,59.6,30.9,71.7,50.0,70.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 13.1% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.65,44.33,88.94,99.6955,0.3641,0.1592,0.2757,73.29,27.22,40.72,26.4,8.3,0.1813,13.06,41.88,89.1,0.4185,0.2043,31.43,,,Sutter Health Park,
107,572233,Christian Walker,HOU,TB,2026-07-05T19:30:00Z,Scheduled,4,,,,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",43.9,41.2,27.6,90.4,60.0,44.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.87,44.35,90.13,101.7977,0.4042,0.1757,0.3063,74.17,42.25,43.74,28.42,21.4,0.2131,,,,,,,,,Daikin Park,
108,663728,Cal Raleigh,SEA,TOR,2026-07-05T21:00:00Z,Scheduled,4,Trey Yesavage,702056,R,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.6,31.6,25.4,90.4,75.0,19.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","switch hitter; pitcher baseline 6.2% barrel, 4.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.83,37.35,88.99,100.1572,0.4189,0.2257,0.3136,74.78,51.13,53.38,44.53,24.3,0.2062,6.16,44.35,90.36,0.3382,0.1247,25.11,,,T-Mobile Park,
109,686611,Dylan Crews,WSH,PIT,2026-07-05T17:00:00Z,Pre-Game,6,Bubba Chandler,696149,R,48.7,Longshot,Watch List,No major boost,40.5,37.5,68.7,76.2,50.0,16.6,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 6 vs RotoWire 5,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 6.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.96,42.69,90.54,101.8848,0.4238,0.1727,0.3189,73.58,33.99,32.33,26.02,6.5,0.1356,7.65,38.11,89.64,0.3863,0.1581,27.14,Out To CF,93,Nationals Park,
110,671056,Iván Herrera,STL,CHC,2026-07-05T18:30:00Z,Pre-Game,2,Javier Assad,665871,R,48.7,Longshot,Watch List,Premium Lineup Spot,37.5,43.2,42.8,100.0,50.0,20.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 6.7% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.74,43.92,90.15,101.5514,0.4308,0.1649,0.3654,74.26,44.9,36.61,19.45,12.7,0.1569,6.65,47.12,89.9,0.4417,0.1663,25.94,In From LF,70,Wrigley Field,
111,669065,Kyle Stowers,MIA,ATH,2026-07-05T20:30:00Z,Scheduled,6,Gage Jump,695611,L,48.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",59.8,21.7,30.9,71.7,50.0,92.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 3.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.92,53.61,91.38,103.1683,0.4712,0.2216,0.3477,75.0,51.42,47.81,28.49,15.2,0.2329,3.7,36.1,89.4,0.365,0.119,25.9,,,Sutter Health Park,
112,669394,Jake Burger,TEX,DET,2026-07-05T19:30:00Z,Pre-Game,2,Casey Mize,663554,R,48.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",46.2,34.1,41.1,100.0,50.0,4.2,Yes,Yes,4,Yes,Yes,MLB Stats API; RotoWire,order MLB 2 vs RotoWire 4,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.75,47.1,90.19,102.7382,0.422,0.1816,0.3121,75.02,54.55,41.67,27.13,14.6,0.1802,7.73,37.04,88.46,0.3581,0.1378,30.18,None,72,Globe Life Field,
113,669236,Jeremiah Jackson,BAL,CIN,2026-07-05T17:05:00Z,Pre-Game,8,Nick Lodolo,666157,L,48.0,Longshot,Watch List,"Good Environment, Platoon Edge",32.7,44.5,76.8,52.4,78.0,13.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.01,40.96,89.69,100.5834,0.3958,0.151,0.2896,72.74,27.23,41.19,24.77,6.4,0.1535,7.99,39.17,89.78,0.4447,0.1757,26.75,Out To LF,83,Great American Ball Park,
114,672356,Gabriel Arias,CLE,CWS,2026-07-05T18:00:00Z,Pre-Game,5,Chris Murphy,669684,L,48.0,Longshot,Watch List,"Strong Barrel, Platoon Edge",43.7,26.8,41.6,86.4,78.0,35.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,1,"Last 7 games: 4/17, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 1.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.04,49.67,91.81,102.8951,0.3808,0.1591,0.2825,74.54,44.44,34.77,19.75,5.4,0.15,7.5,40.25,87.56,0.3144,0.1066,27.26,In From RF,82,Progressive Field,
115,665489,Vladimir Guerrero,TOR,SEA,2026-07-05T21:00:00Z,Scheduled,2,Emerson Hancock,676106,R,47.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.8,52.3,25.4,95.5,50.0,9.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 9.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.28,46.08,90.67,103.0679,0.4381,0.1451,0.3553,76.35,64.48,36.23,18.82,9.7,0.1092,9.17,44.18,90.12,0.4526,0.1878,28.31,,,T-Mobile Park,
116,669242,Tommy Edman,LAD,SD,2026-07-05T23:20:00Z,Scheduled,8,JP Sears,676664,L,47.9,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Platoon Edge",29.4,74.8,27.6,47.9,75.0,52.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"switch hitter; pitcher baseline 12.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.88,39.62,89.77,100.2456,0.4355,0.1307,0.3637,70.48,11.44,42.25,20.2,4.6,0.164,12.83,44.86,90.46,0.5489,0.2582,44.02,,,UNIQLO Field at Dodger Stadium,
117,663586,Austin Riley,ATL,NYM,2026-07-05T16:30:00Z,Pre-Game,7,Nolan McLean,690997,R,47.8,Longshot,Watch List,"Strong Barrel, Good Environment",49.4,26.2,71.9,64.3,50.0,18.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","same-side matchup; pitcher baseline 6.9% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.77,45.51,91.25,102.3804,0.402,0.1851,0.3034,75.76,58.61,40.92,31.78,11.1,0.1421,6.88,37.52,87.82,0.3395,0.1222,20.37,Out To LF,84,Truist Park,
118,668930,Brice Turang,MIL,AZ,2026-07-05T20:00:00Z,Scheduled,3,Eduardo Rodriguez,593958,L,47.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.0,43.1,28.2,92.1,50.0,59.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,33,1,Contact streak: 13/33 over last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.21,44.53,90.96,100.7264,0.4381,0.1803,0.3434,70.18,12.15,26.25,22.52,13.8,0.1778,8.41,36.74,88.55,0.4436,0.1811,26.42,,,Chase Field,
119,662139,Daulton Varsho,TOR,SEA,2026-07-05T21:00:00Z,Scheduled,4,Emerson Hancock,676106,R,47.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",34.7,52.3,25.4,90.4,80.0,2.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.39,39.25,87.17,99.6838,0.4023,0.1655,0.306,73.64,36.25,39.47,28.05,10.9,0.2057,9.17,44.18,90.12,0.4526,0.1878,28.31,,,T-Mobile Park,
120,661388,William Contreras,MIL,AZ,2026-07-05T20:00:00Z,Scheduled,4,Eduardo Rodriguez,593958,L,47.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.0,43.1,28.2,90.4,78.0,15.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.96,45.49,90.68,101.7078,0.4357,0.1646,0.3406,73.27,35.14,37.51,23.87,11.4,0.1264,8.41,36.74,88.55,0.4436,0.1811,26.42,,,Chase Field,
121,804606,Konnor Griffin,PIT,WSH,2026-07-05T17:00:00Z,Pre-Game,1,Cade Cavalli,676917,R,47.5,Longshot,Watch List,Premium Lineup Spot,31.3,30.1,68.7,93.2,50.0,42.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,32,1,"Last 7 games: 9/32, 1 HR","same-side matchup; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.2,37.1,87.8,100.605,0.395,0.154,0.305,75.7,58.5,41.5,18.2,5.0,0.132,6.32,40.12,88.68,0.3832,0.1326,20.7,Out To CF,93,Nationals Park,
122,621438,Tyrone Taylor,NYM,ATL,2026-07-05T16:30:00Z,Pre-Game,6,Martín Pérez,527048,L,47.3,Longshot,Watch List,"Good Environment, Platoon Edge",20.6,41.6,71.9,76.2,78.0,40.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.83,31.53,86.22,97.6811,0.3633,0.1357,0.2728,71.07,11.37,44.52,30.21,3.4,0.1331,9.26,37.58,87.99,0.4255,0.1737,25.18,Out To LF,84,Truist Park,
123,669016,Brandon Marsh,PHI,KC,2026-07-05T19:00:00Z,Pre-Game,4,Luinder Avila,679883,R,47.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.0,19.3,38.2,90.4,80.0,70.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 3.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.24,46.05,90.12,100.4453,0.4439,0.1725,0.3265,71.47,14.91,37.91,25.54,13.8,0.1917,5.7,32.13,87.32,0.3326,0.1193,24.57,In From LF,84,Kauffman Stadium,
124,686681,Michael Massey,KC,PHI,2026-07-05T19:00:00Z,Pre-Game,5,Aaron Nola,605400,R,47.3,Longshot,Watch List,Platoon Edge,31.0,49.7,38.2,86.4,80.0,2.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 18.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,38.39,89.53,98.8384,0.3887,0.1521,0.2853,71.5,11.94,47.96,33.67,5.8,0.1397,9.73,40.99,88.77,0.4324,0.1808,27.25,In From LF,84,Kauffman Stadium,
125,703607,Henry Bolte,ATH,MIA,2026-07-05T20:30:00Z,Scheduled,1,Eury Pérez,691587,R,47.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.4,59.6,30.9,88.7,50.0,14.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 13.1% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.5,46.7,89.8,103.9415,0.356,0.118,0.31,77.0,74.1,31.5,18.5,2.0,0.078,13.06,41.88,89.1,0.4185,0.2043,31.43,,,Sutter Health Park,
126,521692,Salvador Perez,KC,PHI,2026-07-05T19:00:00Z,Pre-Game,6,Aaron Nola,605400,R,47.1,Longshot,Watch List,Strong Barrel,42.7,49.7,38.2,76.2,50.0,4.2,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 18.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.81,42.78,89.16,100.5348,0.4255,0.1897,0.3031,72.13,22.52,41.7,29.73,16.0,0.1512,9.73,40.99,88.77,0.4324,0.1808,27.25,In From LF,84,Kauffman Stadium,
127,650333,Luis Arraez,SF,COL,2026-07-05T20:00:00Z,Scheduled,1,Tanner Gordon,685299,R,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",7.7,66.5,38.7,88.7,80.0,63.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,1,Contact streak: 12/28 over last 7 games,"platoon edge; pitcher baseline 12.4% barrel, 9.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.75,20.76,86.94,94.1785,0.3735,0.0858,0.3051,63.09,0.12,29.68,27.61,5.2,0.1259,12.41,43.93,91.15,0.4901,0.2188,33.53,,,Coors Field,
128,681715,Heriberto Hernandez,MIA,ATH,2026-07-05T20:30:00Z,Scheduled,4,Gage Jump,695611,L,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",48.9,21.7,30.9,90.4,78.0,28.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 3.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.53,47.85,91.39,101.6199,0.4539,0.2019,0.3424,74.38,47.2,46.05,30.13,9.3,0.1839,3.7,36.1,89.4,0.365,0.119,25.9,,,Sutter Health Park,
129,641680,Jonah Heim,ATH,MIA,2026-07-05T20:30:00Z,Scheduled,5,Eury Pérez,691587,R,47.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.9,58.2,30.9,81.9,75.0,47.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 13.1% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.73,30.86,87.33,97.7707,0.381,0.1522,0.2928,69.77,9.94,37.76,29.44,8.9,0.1995,13.06,41.88,89.1,0.4185,0.2043,31.43,,,Sutter Health Park,
130,670042,Luke Raley,SEA,TOR,2026-07-05T21:00:00Z,Scheduled,6,Trey Yesavage,702056,R,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",55.6,32.1,25.4,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 4.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.73,46.43,90.27,101.9786,0.4567,0.2176,0.3379,74.78,49.99,47.9,27.98,11.0,0.1986,6.16,44.35,90.36,0.3382,0.1247,25.11,,,T-Mobile Park,
131,682818,Yohendrick Pinango,TOR,SEA,2026-07-05T21:00:00Z,Scheduled,6,Emerson Hancock,676106,R,47.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.4,52.3,25.4,71.7,80.0,27.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,1,"Last 7 games: 4/22, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,45.5,90.6,101.9606,0.406,0.14,0.311,75.7,57.6,28.6,21.4,5.0,0.148,9.17,44.18,90.12,0.4526,0.1878,28.31,,,T-Mobile Park,
132,664034,Ty France,SD,LAD,2026-07-05T23:20:00Z,Scheduled,5,Emmet Sheehan,686218,R,46.7,Longshot,Watch List,Projected Lineup,42.3,47.1,27.6,81.9,50.0,25.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","same-side matchup; pitcher baseline 10.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.94,45.74,90.69,101.2662,0.425,0.1814,0.3189,71.7,17.78,35.38,22.45,9.1,0.1863,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
133,805999,A.J. Ewing,NYM,ATL,2026-07-05T16:30:00Z,Pre-Game,7,Martín Pérez,527048,L,46.6,Longshot,Watch List,Good Environment,32.2,41.6,71.9,64.3,50.0,34.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","same-side matchup; pitcher baseline 9.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.7,42.5,89.0,100.1705,0.43,0.153,0.348,70.5,11.1,30.0,26.7,4.0,0.13,9.26,37.58,87.99,0.4255,0.1737,25.18,Out To LF,84,Truist Park,
134,668942,Josh Rojas,KC,PHI,2026-07-05T19:00:00Z,Pre-Game,7,Aaron Nola,605400,R,46.6,Longshot,Watch List,Platoon Edge,32.3,49.7,38.2,64.3,80.0,41.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,11,1,"Last 7 games: 3/11, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 18.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,6.44,43.38,89.95,97.3897,0.3274,0.1429,0.2308,67.8,3.27,32.18,47.23,1.3,0.1987,9.73,40.99,88.77,0.4324,0.1808,27.25,In From LF,84,Kauffman Stadium,
135,668885,Austin Martin,MIN,NYY,2026-07-05T17:35:00Z,Pre-Game,1,Ryan Weathers,677960,L,46.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",10.7,55.1,53.7,93.2,78.0,24.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.26,31.18,86.55,97.073,0.347,0.0946,0.3191,68.76,3.92,38.13,22.52,1.7,0.0788,10.72,42.62,89.74,0.446,0.196,28.21,In From RF,85,Yankee Stadium,
136,669224,Austin Wells,NYY,MIN,2026-07-05T17:35:00Z,Pre-Game,8,Joe Ryan,657746,R,46.1,Longshot,Watch List,Platoon Edge,34.1,51.2,53.7,52.4,80.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,15,0,"Last 7 games: 0/15, 0 HR","platoon edge; pitcher baseline 11.0% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.12,43.87,89.48,100.5133,0.3535,0.1465,0.2835,72.91,25.88,44.98,33.42,9.1,0.1218,11.01,42.74,89.92,0.376,0.1635,29.61,In From RF,85,Yankee Stadium,
137,668952,Ryan Kreidler,MIN,NYY,2026-07-05T17:35:00Z,Pre-Game,8,Ryan Weathers,677960,L,46.0,Longshot,Watch List,Platoon Edge,27.5,55.1,53.7,52.4,78.0,25.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","platoon edge; pitcher baseline 10.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.81,30.84,87.92,98.4617,0.3621,0.1476,0.2885,73.45,36.43,41.97,29.7,3.5,0.1358,10.72,42.62,89.74,0.446,0.196,28.21,In From RF,85,Yankee Stadium,
138,668227,Randy Arozarena,SEA,TOR,2026-07-05T21:00:00Z,Scheduled,2,Trey Yesavage,702056,R,45.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.4,32.1,25.4,95.5,50.0,64.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 4.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.05,45.56,91.37,101.1211,0.4205,0.169,0.3417,71.39,24.41,34.96,21.72,14.4,0.1726,6.16,44.35,90.36,0.3382,0.1247,25.11,,,T-Mobile Park,
