rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
103,663993,Nathaniel Lowe,CLE,DET,2026-08-12T22:40:00Z,Scheduled,4,Framber Valdez,664285,L,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.4,35.3,27.6,90.4,50.0,54.3,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.96,42.48,89.28,101.3076,0.4339,0.1758,0.3345,74.0,39.5,36.5,25.5,14.5,0.1985,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
104,669016,Brandon Marsh,PHI,STL,2026-08-12T18:15:00Z,Scheduled,7,Kyle Leahy,681517,R,45.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.6,54.3,22.1,59.8,80.0,13.0,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.4,45.77,90.19,100.3423,0.4236,0.1613,0.3174,71.54,15.93,37.98,26.38,14.5,0.163,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
105,608324,Alex Bregman,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,4,Jackson Kent,800600,L,45.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",24.7,41.2,28.2,90.4,78.0,67.1,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.92,39.5,88.77,98.2874,0.3773,0.1327,0.3167,70.16,5.01,46.86,26.11,13.8,0.1491,,,,,,,,,Nationals Park,
106,681082,Bryson Stott,PHI,STL,2026-08-12T18:15:00Z,Scheduled,6,Kyle Leahy,681517,R,44.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.5,54.3,22.1,71.7,80.0,45.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,22,0,Contact streak: 10/22 over last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.08,37.34,89.07,98.743,0.407,0.1411,0.3284,69.79,6.75,35.36,28.01,9.5,0.148,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
107,621493,Taylor Ward,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,1,Will Warren,701542,R,44.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.4,47.2,38.2,88.7,50.0,4.2,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.17,39.69,89.26,99.4764,0.3989,0.156,0.3393,68.73,4.02,33.17,29.8,15.7,0.1441,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
108,669394,Jake Burger,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,7,George Klassen,691946,R,44.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.7,45.7,28.2,59.8,50.0,17.7,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.73,47.1,89.98,102.5356,0.4171,0.1837,0.3058,75.3,57.79,42.44,27.69,18.1,0.1795,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
109,694208,Moises Ballesteros,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,6,Cal Quantrill,615698,R,44.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.9,48.5,28.2,71.7,80.0,0.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.52,42.75,89.94,101.001,0.3965,0.1478,0.3179,72.92,36.23,34.01,18.9,4.8,0.1452,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
110,572233,Christian Walker,HOU,SF,2026-08-12T19:45:00Z,Scheduled,5,,,,44.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.7,41.2,19.3,81.9,60.0,14.6,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.52,43.44,89.92,101.6083,0.4028,0.1743,0.3098,74.31,43.48,42.9,28.49,23.5,0.2054,,,,,,,,,Oracle Park,
111,678545,Osleivis Basabe,SF,HOU,2026-08-12T19:45:00Z,Scheduled,7,,,,44.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",48.1,41.2,19.3,59.8,60.0,39.2,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.8,36.7,88.7,99.6649,0.444,0.192,0.301,73.5,28.8,40.0,43.3,3.0,0.286,,,,,,,,,Oracle Park,
112,800050,Chase DeLauter,CLE,DET,2026-08-12T22:40:00Z,Scheduled,2,Framber Valdez,664285,L,44.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.9,35.3,27.6,95.5,50.0,48.5,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,46.1,91.2,101.5411,0.426,0.152,0.346,71.4,17.9,38.1,19.1,12.0,0.156,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
113,650402,Gleyber Torres,DET,CLE,2026-08-12T22:40:00Z,Scheduled,2,Foster Griffin,656492,L,44.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",25.2,42.9,27.6,95.5,78.0,26.2,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.64,33.96,87.2,97.6078,0.3927,0.1454,0.3371,68.56,5.54,25.22,27.87,9.7,0.1289,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
114,702284,Cole Young,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,5,Will Warren,701542,R,44.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.5,47.2,38.2,81.9,80.0,6.0,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.18,36.63,88.51,99.1094,0.3991,0.1373,0.3208,71.51,21.86,42.12,27.01,11.0,0.1297,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
115,805999,A.J. Ewing,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,1,Tyler Mahle,641816,R,44.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.6,37.0,30.9,88.7,80.0,9.8,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,43.3,89.6,100.4563,0.402,0.144,0.323,70.2,10.9,32.4,24.8,7.0,0.136,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
116,663616,Trevor Larnach,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,1,Shane Baz,669358,R,44.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",30.3,40.3,27.1,88.7,80.0,19.1,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.55,38.77,88.38,99.5508,0.4016,0.1474,0.3278,72.03,21.85,42.2,24.54,12.1,0.1624,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
117,681624,Andy Pages,LAD,KC,2026-08-13T02:10:00Z,Scheduled,3,Daniel Lynch IV,663738,L,44.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.2,25.7,27.6,92.1,78.0,42.3,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.84,41.19,88.95,99.8901,0.4336,0.1686,0.3307,72.78,26.33,37.9,28.58,21.4,0.1876,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
118,668939,Adley Rutschman,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,3,José Soriano,667755,R,44.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.7,35.1,30.4,92.1,75.0,9.3,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.22,40.98,89.4,99.5655,0.4254,0.1613,0.3411,70.56,12.84,38.96,28.59,8.3,0.1712,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
119,701358,Cam Smith,HOU,SF,2026-08-12T19:45:00Z,Scheduled,8,,,,44.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",42.8,41.2,19.3,47.9,60.0,100.0,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,21,3,Hot streak: 3 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.33,43.88,89.09,101.6825,0.4194,0.176,0.3222,76.67,67.83,37.42,24.93,13.9,0.1584,,,,,,,,,Oracle Park,
120,683357,Owen Caissie,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,7,Carmen Mlodzinski,669387,R,44.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.3,40.8,21.5,59.8,80.0,1.6,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.28,37.85,89.96,100.3102,0.3824,0.1762,0.2831,74.88,54.09,30.55,31.04,8.7,0.1876,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
121,670231,John Rave,KC,LAD,2026-08-13T02:10:00Z,Scheduled,8,Eric Lauer,641778,L,43.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",45.6,56.3,27.6,47.9,50.0,0.0,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","same-side matchup; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.97,36.71,87.04,100.0869,0.4666,0.2039,0.3538,74.95,51.2,47.81,27.93,2.6,0.2335,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
122,805808,Kevin McGonigle,DET,CLE,2026-08-12T22:40:00Z,Scheduled,1,Foster Griffin,656492,L,43.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.9,42.9,27.6,88.7,50.0,45.3,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,1,"Last 7 games: 9/30, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 21.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,6.8,36.1,87.8,98.1533,0.423,0.162,0.351,71.2,16.8,37.7,36.0,12.0,0.142,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
123,671732,Lawrence Butler,ATH,TB,2026-08-12T19:05:00Z,Scheduled,5,Drew Rasmussen,656876,R,43.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.7,29.4,30.9,81.9,80.0,47.5,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.52,44.33,89.66,101.69,0.3657,0.1346,0.304,73.7,38.37,35.66,21.93,11.2,0.1322,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
124,673357,Luis Robert,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,4,Tyler Mahle,641816,R,43.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.3,37.0,30.9,90.4,50.0,44.1,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.45,39.43,88.98,101.5476,0.3819,0.1506,0.3028,76.3,64.12,46.93,26.75,7.7,0.1312,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
125,686668,Brenton Doyle,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,1,Rhett Lowder,695076,R,43.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",24.4,50.6,27.6,88.7,50.0,44.5,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,1,"Last 7 games: 5/17, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.63,39.14,89.27,99.7701,0.3191,0.107,0.2636,71.68,13.41,39.37,23.03,5.2,0.0912,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
126,592663,J.T. Realmuto,PHI,STL,2026-08-12T18:15:00Z,Scheduled,5,Kyle Leahy,681517,R,43.4,Longshot,Watch List,Projected Lineup,31.5,54.3,22.1,81.9,50.0,14.1,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.07,41.93,89.86,100.173,0.3984,0.1405,0.3209,72.98,33.13,41.39,25.52,9.2,0.1291,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
127,680869,Zack Gelof,ATH,TB,2026-08-12T19:05:00Z,Scheduled,2,Drew Rasmussen,656876,R,43.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.5,29.4,30.9,95.5,50.0,34.9,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.14,43.63,88.73,99.6142,0.3662,0.1634,0.2736,73.29,27.71,40.93,26.47,9.0,0.1813,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
128,592885,Christian Yelich,MIL,SD,2026-08-12T20:10:00Z,Scheduled,6,Robbie Ray,592662,L,43.3,Longshot,Watch List,Projected Lineup,37.0,47.4,22.6,71.7,50.0,36.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,1,"Last 7 games: 5/21, 1 HR","same-side matchup; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.74,43.25,89.08,100.8626,0.3921,0.1646,0.309,73.09,31.62,33.96,19.37,14.3,0.1586,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
129,807799,Masataka Yoshida,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,1,José Soriano,667755,R,43.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.7,36.4,30.4,88.7,80.0,52.3,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.57,40.5,89.01,99.4595,0.3833,0.1143,0.3238,71.69,19.3,44.27,21.39,4.7,0.1262,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
130,608070,Jose Ramirez,CLE,DET,2026-08-12T22:40:00Z,Scheduled,3,Framber Valdez,664285,L,43.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",30.9,33.9,27.6,92.1,75.0,21.5,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","switch hitter; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.88,40.15,89.18,99.6575,0.4348,0.1522,0.3476,70.27,13.47,50.48,30.39,16.0,0.1717,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
131,665489,Vladimir Guerrero,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,3,Ranger Suarez,624133,L,43.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.4,18.0,30.4,92.1,78.0,27.1,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.35,45.52,90.67,103.0782,0.4304,0.1444,0.349,76.42,63.96,36.44,18.89,11.8,0.1197,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
132,518692,Freddie Freeman,LAD,KC,2026-08-13T02:10:00Z,Scheduled,2,Daniel Lynch IV,663738,L,43.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",42.9,25.7,27.6,95.5,50.0,18.0,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.49,43.81,90.2,100.4975,0.4859,0.1937,0.371,70.15,8.33,36.4,27.14,17.7,0.1797,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
133,690993,Colt Keith,DET,CLE,2026-08-12T22:40:00Z,Scheduled,5,Foster Griffin,656492,L,43.1,Longshot,Watch List,Projected Lineup,35.4,42.9,27.6,81.9,50.0,21.1,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","same-side matchup; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.8,41.95,89.02,99.9961,0.4342,0.166,0.334,71.47,15.43,37.24,27.21,9.5,0.1507,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
134,680776,Jarren Duran,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,7,José Soriano,667755,R,43.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.7,36.4,30.4,59.8,80.0,29.2,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.91,41.41,90.26,102.0517,0.3911,0.1536,0.305,74.98,50.03,39.39,22.58,16.0,0.1643,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
135,679845,Nick Loftin,KC,LAD,2026-08-13T02:10:00Z,Scheduled,1,Eric Lauer,641778,L,43.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",16.3,56.3,27.6,88.7,78.0,13.6,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.83,30.36,87.08,96.8812,0.3541,0.1165,0.3024,69.05,4.75,45.2,27.17,4.7,0.1504,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
136,686681,Michael Massey,KC,LAD,2026-08-13T02:10:00Z,Scheduled,6,Eric Lauer,641778,L,43.1,Longshot,Watch List,Projected Lineup,27.7,56.3,27.6,71.7,50.0,34.9,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.33,38.32,89.04,98.6422,0.3782,0.1388,0.2846,71.5,12.33,48.24,32.48,7.2,0.1334,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
