rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
69,686611,Dylan Crews,WSH,PHI,2026-09-15T22:45:00Z,Pre-Game,2,Cristopher Sánchez,650911,L,52.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.3,31.4,64.7,95.5,78.0,40.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.31,41.43,90.12,101.0105,0.4042,0.1685,0.3105,73.83,37.65,34.57,26.72,10.7,0.1475,6.68,40.64,89.07,0.3541,0.1214,16.13,Out To LF,77,Nationals Park,
70,665052,Griffin Conine,MIA,AZ,2026-09-16T01:40:00Z,Scheduled,3,Michael Soroka,647336,R,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.3,34.7,28.2,92.1,80.0,26.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.87,49.22,91.32,103.116,0.4544,0.2082,0.3433,74.26,44.25,41.97,23.48,11.1,0.2007,7.68,35.92,88.22,0.3937,0.1483,27.94,,,Chase Field,
71,665953,Andres Chaparro,WSH,PHI,2026-09-15T22:45:00Z,Pre-Game,3,Cristopher Sánchez,650911,L,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",40.9,31.4,64.7,92.1,78.0,37.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.59,41.65,88.38,100.6943,0.3943,0.1792,0.3112,74.0,41.46,49.85,25.32,7.3,0.1908,6.68,40.64,89.07,0.3541,0.1214,16.13,Out To LF,77,Nationals Park,
72,695600,Carter Jensen,KC,HOU,2026-09-16T00:10:00Z,Scheduled,1,Hunter Brown,686613,R,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",61.3,22.5,27.6,88.7,80.0,56.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.2% barrel, 12.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.78,49.13,92.6,103.1207,0.479,0.227,0.3546,74.1,38.73,41.07,31.05,17.7,0.229,6.25,35.49,86.17,0.3278,0.122,23.3,,,Daikin Park,
73,690993,Colt Keith,DET,TOR,2026-09-15T23:07:00Z,Pre-Game,3,Braydon Fisher,680755,R,52.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.1,36.1,65.4,92.1,80.0,30.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.15,42.93,89.23,100.3346,0.4328,0.1625,0.3368,71.61,16.9,37.45,26.09,10.9,0.1486,9.21,37.87,87.82,0.3566,0.1398,27.99,Out To CF,70,Rogers Centre,
74,663330,Jahmai Jones,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,2,Jacob deGrom,594798,R,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.3,47.0,27.6,95.5,50.0,21.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,1,"Last 7 games: 2/14, 1 HR","same-side matchup; pitcher baseline 8.5% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.16,49.47,91.71,102.6826,0.4644,0.2115,0.3535,73.53,36.54,50.67,27.29,5.6,0.1958,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
75,664023,Ian Happ,CHC,ATL,2026-09-15T23:40:00Z,Pre-Game,5,Martín Pérez,527048,L,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.7,37.0,65.8,81.9,75.0,2.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","switch hitter; pitcher baseline 8.1% barrel, 10.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,42.93,89.65,100.7843,0.4143,0.1916,0.3281,71.74,17.8,44.96,31.13,23.0,0.1868,8.07,37.51,87.99,0.4234,0.1639,24.13,Out To RF,78,Wrigley Field,
76,575929,Willson Contreras,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,4,Jacob deGrom,594798,R,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.8,47.0,27.6,90.4,50.0,10.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","same-side matchup; pitcher baseline 8.5% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.48,45.43,89.97,102.6678,0.4852,0.2289,0.3699,76.7,68.17,45.89,28.49,24.2,0.225,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
77,607208,Trea Turner,PHI,WSH,2026-09-15T22:45:00Z,Pre-Game,2,Jackson Kent,800600,L,51.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.2,36.5,64.7,100.0,78.0,60.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.29,40.07,88.6,99.2324,0.3792,0.1295,0.3,71.45,18.51,34.89,25.41,17.8,0.1467,8.1,41.9,88.2,0.419,0.154,20.9,Out To LF,77,Nationals Park,
78,661388,William Contreras,MIL,PIT,2026-09-15T22:40:00Z,Pre-Game,4,Lake Bachar,669199,R,51.0,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",40.2,43.3,37.3,94.9,50.0,79.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.01,45.7,90.61,101.7098,0.4294,0.173,0.3336,73.41,36.44,35.83,24.57,17.0,0.1446,9.09,36.6,89.32,0.3794,0.1731,32.06,In From RF,80,PNC Park,
79,596019,Francisco Lindor,NYM,BAL,2026-09-15T23:10:00Z,Scheduled,1,Shane Baz,669358,R,51.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",45.6,38.9,24.8,88.7,75.0,74.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,4,Hot streak: 4 HR in last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.11,46.71,90.99,100.3805,0.4393,0.1947,0.3352,72.16,23.37,45.25,32.75,23.3,0.2067,7.54,40.94,89.77,0.3923,0.1483,25.85,,,Citi Field,
80,666160,Mickey Moniak,COL,SD,2026-09-16T00:40:00Z,Scheduled,5,Walker Buehler,621111,R,50.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.5,43.2,38.7,81.9,80.0,20.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 19.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,10.86,41.87,89.49,100.223,0.42,0.193,0.2957,74.12,43.25,46.66,36.98,22.6,0.2438,8.73,38.29,88.95,0.4136,0.1631,23.3,,,Coors Field,
81,668227,Randy Arozarena,SEA,LAA,2026-09-16T01:38:00Z,Scheduled,2,Ryan Johnson,696270,R,50.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",40.1,46.1,28.2,95.5,50.0,90.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.4% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.98,45.07,90.95,101.0757,0.4184,0.1697,0.341,71.32,24.52,34.82,24.52,25.6,0.1964,9.41,36.49,87.75,0.4353,0.1833,33.88,,,Angel Stadium,
82,553993,Eugenio Suárez,CIN,LAD,2026-09-15T22:40:00Z,Pre-Game,5,Yoshinobu Yamamoto,808967,R,50.5,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",44.4,28.1,57.8,86.4,50.0,76.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 17.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.83,39.13,88.94,100.0233,0.3972,0.1946,0.3046,72.16,23.35,46.84,34.88,31.5,0.2441,6.47,37.6,88.09,0.3306,0.1207,22.94,In From RF,91,Great American Ball Park,
83,672386,Alejandro Kirk,TOR,DET,2026-09-15T23:07:00Z,Pre-Game,4,Drew Anderson,623454,R,50.4,Longshot,Watch List,Premium Lineup Spot,30.2,39.1,65.4,94.9,50.0,68.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.9,43.8,89.28,100.468,0.4086,0.1393,0.3261,71.94,19.93,25.79,21.76,11.5,0.1453,8.4,39.2,89.9,0.367,0.141,24.0,Out To CF,70,Rogers Centre,
84,573262,Mike Yastrzemski,ATL,CHC,2026-09-15T23:40:00Z,Pre-Game,7,Kevin Gausman,592332,R,50.3,Longshot,Watch List,Platoon Edge,35.2,41.9,65.8,64.3,80.0,50.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,1,Contact streak: 6/18 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 23.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.52,42.67,90.52,99.7815,0.3854,0.1484,0.3171,71.31,8.23,44.15,31.26,12.1,0.1574,7.73,39.93,88.95,0.4077,0.1613,26.16,Out To RF,78,Wrigley Field,
85,608324,Alex Bregman,CHC,ATL,2026-09-15T23:40:00Z,Pre-Game,4,Martín Pérez,527048,L,50.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",27.3,38.2,65.8,90.4,78.0,50.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 10.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.97,39.15,88.63,98.3078,0.392,0.1432,0.3251,70.16,4.94,47.63,27.09,22.9,0.1869,8.07,37.51,87.99,0.4234,0.1639,24.13,Out To RF,78,Wrigley Field,
86,676551,Brewer Hicklen,ATL,CHC,2026-09-15T23:40:00Z,Pre-Game,9,Kevin Gausman,592332,R,49.8,Longshot,Watch List,Strong Barrel,56.1,41.9,65.8,44.8,50.0,12.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,5,0,"Last 7 games: 1/5, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 23.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,19.97,50.0,91.07,104.23,0.3755,0.1548,0.3481,72.74,30.99,39.97,14.98,0.0,0.1169,7.73,39.93,88.95,0.4077,0.1613,26.16,Out To RF,78,Wrigley Field,
87,669224,Austin Wells,NYY,MIN,2026-09-15T23:40:00Z,Pre-Game,8,Bailey Ober,641927,R,49.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.4,53.6,61.6,47.9,80.0,36.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 21.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.82,43.66,89.76,100.6843,0.3606,0.1563,0.2882,72.91,27.88,44.98,33.84,14.7,0.1596,10.13,37.07,88.9,0.455,0.2056,32.53,Out To RF,69,Target Field,
88,665019,Kody Clemens,MIN,NYY,2026-09-15T23:40:00Z,Pre-Game,4,Max Fried,608331,L,49.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",53.1,9.9,61.6,94.9,50.0,57.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 3.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.86,47.25,91.99,101.5224,0.4622,0.2118,0.3352,72.06,14.56,46.43,33.67,23.9,0.2259,3.47,31.74,86.15,0.2961,0.0872,23.65,Out To RF,69,Target Field,
89,703607,Henry Bolte,ATH,TB,2026-09-15T22:40:00Z,Pre-Game,1,Griffin Jax,643377,R,49.6,Longshot,Watch List,Premium Lineup Spot,36.5,44.6,41.1,93.2,50.0,62.4,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,47.6,90.8,104.2629,0.372,0.126,0.317,76.9,71.4,32.0,15.8,10.0,0.123,9.47,42.0,89.13,0.4056,0.1576,23.44,None,72,Tropicana Field,
90,664040,Brandon Lowe,PIT,MIL,2026-09-15T22:40:00Z,Pre-Game,2,Jacob Misiorowski,694819,R,49.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.0,19.2,37.3,100.0,80.0,34.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.81,45.48,90.96,101.3615,0.4388,0.197,0.3252,73.66,40.16,46.51,32.71,29.6,0.2175,5.1,34.56,87.67,0.281,0.101,25.85,In From RF,80,PNC Park,
91,664761,Alec Bohm,PHI,WSH,2026-09-15T22:45:00Z,Pre-Game,5,Jackson Kent,800600,L,49.6,Longshot,Watch List,Platoon Edge,33.0,36.5,64.7,86.4,78.0,22.9,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.13,44.65,90.66,100.4475,0.4116,0.1467,0.324,71.21,14.91,28.42,22.58,13.8,0.136,8.1,41.9,88.2,0.419,0.154,20.9,Out To LF,77,Nationals Park,
92,693307,Dillon Dingler,DET,TOR,2026-09-15T23:07:00Z,Pre-Game,5,Braydon Fisher,680755,R,49.4,Longshot,Watch List,Projected Lineup,42.1,36.1,65.4,81.9,50.0,22.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,1,"Last 7 games: 4/27, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.69,43.11,88.88,100.5016,0.4643,0.1962,0.342,71.77,15.76,41.5,28.78,22.8,0.1918,9.21,37.87,87.82,0.3566,0.1398,27.99,Out To CF,70,Rogers Centre,
93,695506,Jac Caglianone,KC,HOU,2026-09-16T00:10:00Z,Scheduled,3,Hunter Brown,686613,R,49.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",58.1,22.5,27.6,92.1,80.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 12.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.19,50.8,91.99,104.7445,0.4807,0.2143,0.3448,77.26,74.48,44.49,22.54,18.2,0.1884,6.25,35.49,86.17,0.3278,0.122,23.3,,,Daikin Park,
94,694208,Moises Ballesteros,LAA,SEA,2026-09-16T01:38:00Z,Scheduled,5,Logan Gilbert,669302,R,49.4,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",34.1,48.7,28.2,81.9,80.0,71.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 24.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.31,42.82,90.08,100.8353,0.3825,0.1457,0.3053,72.36,29.44,34.85,20.93,6.9,0.1466,9.72,41.49,90.03,0.3831,0.161,28.47,,,Angel Stadium,
95,650490,Yandy Díaz,TB,ATH,2026-09-15T22:40:00Z,Pre-Game,1,Jack Perkins,678022,R,49.1,Longshot,Watch List,Premium Lineup Spot,41.6,40.3,41.1,93.2,50.0,39.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,31,1,"Last 7 games: 8/31, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.53,49.63,91.67,103.3042,0.4495,0.1642,0.3512,73.57,37.44,23.6,19.51,22.9,0.168,9.04,36.79,87.87,0.3741,0.1482,33.61,None,72,Tropicana Field,
96,682928,CJ Abrams,WSH,PHI,2026-09-15T22:45:00Z,Pre-Game,4,Cristopher Sánchez,650911,L,49.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.0,31.4,64.7,90.4,50.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.35,40.95,89.4,99.9404,0.4213,0.1742,0.3237,72.82,27.33,44.08,28.66,26.7,0.2138,6.68,40.64,89.07,0.3541,0.1214,16.13,Out To LF,77,Nationals Park,
97,691781,Brady House,WSH,PHI,2026-09-15T22:45:00Z,Pre-Game,5,Cristopher Sánchez,650911,L,49.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.9,31.4,64.7,81.9,78.0,3.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 6.7% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.57,47.07,89.87,101.733,0.4253,0.1602,0.3218,73.17,29.9,31.77,26.56,8.2,0.1335,6.68,40.64,89.07,0.3541,0.1214,16.13,Out To LF,77,Nationals Park,
98,663993,Nathaniel Lowe,CLE,CWS,2026-09-15T22:40:00Z,Pre-Game,5,Chris Murphy,669684,L,48.9,Longshot,Watch List,Good Environment,37.2,27.0,73.1,86.4,50.0,52.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 2.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.47,41.36,89.28,100.8072,0.422,0.1653,0.3275,73.93,38.94,34.47,26.27,17.3,0.1873,7.08,38.01,87.63,0.3207,0.1129,31.88,Out To CF,81,Progressive Field,
99,605137,Josh Bell,MIN,NYY,2026-09-15T23:40:00Z,Pre-Game,3,Max Fried,608331,L,48.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",45.4,9.1,61.6,96.6,75.0,43.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 3.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.63,43.85,89.98,101.0846,0.4577,0.2031,0.3422,72.33,28.5,41.36,26.92,20.6,0.1744,3.47,31.74,86.15,0.2961,0.0872,23.65,Out To RF,69,Target Field,
100,671056,Iván Herrera,STL,SF,2026-09-15T23:45:00Z,Pre-Game,2,Blade Tidwell,694918,R,48.9,Longshot,Watch List,Premium Lineup Spot,34.3,36.8,68.6,100.0,50.0,0.0,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.11,42.87,89.94,101.3008,0.4105,0.1544,0.3437,73.81,42.37,36.75,19.52,16.9,0.1464,8.89,34.05,87.92,0.4087,0.1579,27.26,Out To LF,91,Busch Stadium,
101,681715,Heriberto Hernandez,MIA,AZ,2026-09-16T01:40:00Z,Scheduled,2,Michael Soroka,647336,R,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.4,34.7,28.2,95.5,50.0,7.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,0,"Last 7 games: 5/29, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.75,46.73,90.9,101.674,0.4672,0.2229,0.3459,74.0,43.92,46.82,30.76,19.8,0.2077,7.68,35.92,88.22,0.3937,0.1483,27.94,,,Chase Field,
102,592885,Christian Yelich,MIL,PIT,2026-09-15T22:40:00Z,Pre-Game,6,Lake Bachar,669199,R,48.6,Longshot,Watch List,Platoon Edge,38.8,43.3,37.3,76.2,80.0,37.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.81,44.37,89.43,101.0955,0.4054,0.1688,0.3174,73.23,32.25,33.96,19.09,16.4,0.1593,9.09,36.6,89.32,0.3794,0.1731,32.06,In From RF,80,PNC Park,
103,686668,Brenton Doyle,CWS,CLE,2026-09-15T22:40:00Z,Pre-Game,5,Foster Griffin,656492,L,48.5,Longshot,Watch List,"Good Environment, Platoon Edge",24.6,41.6,73.1,86.4,78.0,7.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,6,0,"Last 7 games: 1/6, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.68,36.13,88.71,99.3734,0.3162,0.1109,0.2526,71.82,13.83,37.2,24.99,6.6,0.1031,8.7,37.2,88.0,0.417,0.157,25.6,Out To CF,81,Progressive Field,
